Contrast name:,Group (phys)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],c[1;4],c[1;5],
,0.000000,0.000000,1.000000,0.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,1885,188,1.000000,0.074241,0.090213,0.822952,15.000000,0.211713,0.411079
2,3322,332,1.000000,0.004242,0.082551,0.051381,15.000000,0.479850,0.559825
3,1525,152,1.000000,0.101759,0.074121,1.372873,15.000000,0.094985,0.411079
4,4182,418,1.000000,-0.085890,0.094729,-0.906685,15.000000,0.810546,0.810546
5,3419,341,1.000000,0.015844,0.028562,0.554731,15.000000,0.293628,0.411079
6,1313,131,1.000000,0.013065,0.023470,0.556677,15.000000,0.292979,0.411079
7,4051,405,1.000000,0.010004,0.008377,1.194182,15.000000,0.125475,0.411079
