Contrast name:,Group (joke)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],
,1.000000,0.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,1885,188,1.000000,0.451380,0.175135,2.577332,19.000000,0.009228,0.016149
2,3322,332,1.000000,0.701590,0.108418,6.471131,19.000000,0.000002,0.000012
3,1525,152,1.000000,-0.051785,0.139545,-0.371103,19.000000,0.642667,0.642667
4,4182,418,1.000000,0.066034,0.074720,0.883759,19.000000,0.193936,0.271511
5,3419,341,1.000000,0.010531,0.099369,0.105974,19.000000,0.458357,0.534750
6,1313,131,1.000000,0.325862,0.103581,3.145956,19.000000,0.002660,0.006207
7,4051,405,1.000000,0.320322,0.063530,5.042084,19.000000,0.000036,0.000127
