"","Group","ROIName","ROI","contrastName","themean","sterr","se_up","se_down"
"1","ToM","LocalizerAverage",0,"joke",0.83581895,0.139829568544532,0.975648518544532,0.695989381455468
"2","ToM","LocalizerAverage",0,"lit",-0.129844271428571,0.0861045920471312,-0.0437396793814402,-0.215948863475703
