Contrast name:,Group (joke)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],
,1.000000,0.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,1885,188,1.000000,0.432519,0.159658,2.709038,20.000000,0.006754,0.011820
2,3322,332,1.000000,0.701982,0.109126,6.432790,20.000000,0.000001,0.000010
3,1525,152,1.000000,-0.082451,0.132388,-0.622801,20.000000,0.729774,0.729774
4,4182,418,1.000000,0.043754,0.076864,0.569238,20.000000,0.287766,0.384546
5,3419,341,1.000000,0.044994,0.100514,0.447643,20.000000,0.329611,0.384546
6,1313,131,1.000000,0.272857,0.092642,2.945289,20.000000,0.004001,0.009335
7,4051,405,1.000000,0.313199,0.062535,5.008358,20.000000,0.000034,0.000118
