Contrast name:,Group (jokelitjoke-lit)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],c[2;1],c[2;2],c[2;3],c[3;1],c[3;2],c[3;3],
,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],h[1;2],h[1;3],stderr[1;1],stderr[1;2],stderr[1;3],T/F,dof,p,p-fdr
1,1885,188,1.000000,0.451380,-0.002440,0.453820,0.175135,0.211216,0.105512,8.047231,17.000000,0.001488,0.002604
2,3322,332,1.000000,0.701590,0.450297,0.251293,0.108418,0.111145,0.043478,19.766634,17.000000,0.000009,0.000062
3,1525,152,1.000000,-0.051785,-0.514447,0.462661,0.139545,0.168404,0.106656,5.773893,17.000000,0.006525,0.009135
4,4182,418,1.000000,0.066034,-0.135263,0.201297,0.074720,0.070732,0.033128,11.477026,17.000000,0.000236,0.000826
5,3419,341,1.000000,0.010531,-0.132256,0.142787,0.099369,0.095885,0.051947,2.463741,17.000000,0.097551,0.097551
6,1313,131,1.000000,0.325862,0.104900,0.220962,0.103581,0.107784,0.073518,4.356421,17.000000,0.018911,0.022063
7,4051,405,1.000000,0.320322,0.172683,0.147639,0.063530,0.077114,0.045921,10.348685,17.000000,0.000415,0.000967
