"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast","filename","fROIs","task","ind_selection_method"
"1","1038","50","1.000000","0.520636","1","1","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"2","1399","50","1.000000","1.713645","1","1","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"3","4863","50","1.000000","0.629830","1","1","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"4","5104","50","1.000000","1.717608","1","1","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"5","888","50","1.000000","0.927721","1","1","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"6","1015","50","1.000000","0.642832","1","1","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"7","3526","50","1.000000","0.722901","1","1","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"8","3381","50","1.000000","0.578243","1","1","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"9","1858","50","1.000000","0.705293","1","1","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"10","1770","50","1.000000","1.735874","1","1","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"11","2147","50","1.000000","0.608512","1","1","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"12","2371","50","1.000000","0.726634","1","1","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"13","2447","50","1.000000","0.562865","1","1","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"14","1345","50","1.000000","0.435222","1","1","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"15","2065","50","1.000000","3.483648","1","1","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"16","2222","50","1.000000","0.900720","1","1","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"17","1615","50","1.000000","-0.052693","1","1","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"18","1958","50","1.000000","0.437766","1","1","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"1","1038","50","1.000000","0.778550","1","2","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"2","1399","50","1.000000","2.462601","1","2","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"3","4863","50","1.000000","1.068829","1","2","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"4","5104","50","1.000000","-0.847961","1","2","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"5","888","50","1.000000","-2.208004","1","2","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"6","1015","50","1.000000","-1.002203","1","2","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"7","3526","50","1.000000","1.324421","1","2","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"8","3381","50","1.000000","1.402498","1","2","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"9","1858","50","1.000000","0.974702","1","2","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"10","1770","50","1.000000","1.946036","1","2","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
"11","2147","50","1.000000","1.064345","1","2","MDfROIs_resp_JokesCustom_Top50Voxels_20170720","MDfROIs","JokesCustom","Top50Voxels"
