"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast","filename","fROIs","task","ind_selection_method"
"1","2948","294","1.000000","0.445545","1","1","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"2","1627","162","1.000000","0.715497","1","1","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"3","644","64","1.000000","-0.251720","1","1","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"4","743","74","1.000000","0.485962","1","1","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"5","462","46","1.000000","0.682725","1","1","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"6","370","37","1.000000","0.414977","1","1","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"1","2948","294","1.000000","0.239573","1","2","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"2","1627","162","1.000000","0.179200","1","2","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"3","644","64","1.000000","-0.199729","1","2","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"4","743","74","1.000000","-0.181676","1","2","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"5","462","46","1.000000","0.618313","1","2","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"6","370","37","1.000000","0.018902","1","2","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"1","2948","294","1.000000","0.205972","1","3","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"2","1627","162","1.000000","0.536297","1","3","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"3","644","64","1.000000","-0.051991","1","3","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"4","743","74","1.000000","0.667638","1","3","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"5","462","46","1.000000","0.064412","1","3","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"6","370","37","1.000000","0.396075","1","3","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"1","2948","294","1.000000","0.647879","2","1","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"2","1627","162","1.000000","0.589063","2","1","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"3","644","64","1.000000","-0.227008","2","1","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"4","743","74","1.000000","-0.284506","2","1","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"5","462","46","1.000000","0.106565","2","1","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
"6","370","37","1.000000","0.514916","2","1","RHLfROIs_resp_Lang_20170703","RHLfROIs","Lang","Top10Percent"
