"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast","filename","fROIs","task","ind_selection_method"
"1","1885","50","1.000000","0.225937","1","1","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"2","3322","50","1.000000","1.286827","1","1","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"3","1525","50","1.000000","0.475787","1","1","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"4","4182","50","1.000000","0.667730","1","1","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"5","3419","50","1.000000","0.676202","1","1","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"6","1313","50","1.000000","0.913946","1","1","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"7","4051","50","1.000000","0.909201","1","1","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"1","1885","50","1.000000","-0.072724","1","2","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"2","3322","50","1.000000","1.054791","1","2","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"3","1525","50","1.000000","-0.319530","1","2","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"4","4182","50","1.000000","0.149471","1","2","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"5","3419","50","1.000000","0.237453","1","2","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"6","1313","50","1.000000","0.119388","1","2","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"7","4051","50","1.000000","0.527434","1","2","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"1","1885","50","1.000000","0.298661","1","3","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"2","3322","50","1.000000","0.232036","1","3","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"3","1525","50","1.000000","0.795317","1","3","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"4","4182","50","1.000000","0.518260","1","3","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"5","3419","50","1.000000","0.438749","1","3","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"6","1313","50","1.000000","0.794558","1","3","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"7","4051","50","1.000000","0.381767","1","3","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"1","1885","50","1.000000","0.475844","2","1","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
"2","3322","50","1.000000","0.616297","2","1","ToMfROIS_resp_Jokes_Top50Voxels_20170720","ToMfROIS","Jokes","Top50Voxels"
