Contrast name:,Group (EVEN_joke-lit)
Within-subjects contrast matrix:,c[1;1],c[1;2],
,0.000000,1.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,370,37,1.000000,0.331588,0.112885,2.937392,20.000000,0.004072,0.006108
2,743,74,1.000000,0.260811,0.084535,3.085256,20.000000,0.002918,0.005837
3,462,46,1.000000,0.263953,0.106754,2.472523,20.000000,0.011257,0.011257
4,1627,162,1.000000,0.171089,0.041722,4.100653,20.000000,0.000278,0.000997
5,2948,294,1.000000,0.180761,0.067489,2.678374,20.000000,0.007222,0.008667
6,644,64,1.000000,0.272649,0.067749,4.024415,20.000000,0.000332,0.000997
