Contrast name:,Group (jokelitjoke-lit)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],c[2;1],c[2;2],c[2;3],c[3;1],c[3;2],c[3;3],
,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],h[1;2],h[1;3],stderr[1;1],stderr[1;2],stderr[1;3],T/F,dof,p,p-fdr
1,2948,294,1.000000,1.230336,1.108353,0.121983,0.130559,0.131888,0.034736,28.719671,18.000000,0.000000,0.000001
2,1627,162,1.000000,0.851216,0.734222,0.116993,0.076589,0.076968,0.027940,38.707231,18.000000,0.000000,0.000000
3,644,64,1.000000,0.718765,0.545909,0.172856,0.134052,0.106255,0.051561,8.664938,18.000000,0.000899,0.000899
4,743,74,1.000000,1.655041,1.475764,0.179277,0.148214,0.165261,0.062697,41.557297,18.000000,0.000000,0.000000
5,462,46,1.000000,1.787665,1.625967,0.161698,0.210260,0.215277,0.070836,22.331473,18.000000,0.000003,0.000003
6,370,37,1.000000,1.628174,1.349927,0.278247,0.164761,0.175554,0.090928,30.029526,18.000000,0.000000,0.000001
