Contrast name:,Group (lit)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],
,0.000000,1.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,1885,188,1.000000,-0.020486,0.185900,-0.110200,20.000000,0.543326,0.950820
2,3322,332,1.000000,0.431209,0.107116,4.025640,20.000000,0.000331,0.002319
3,1525,152,1.000000,-0.555101,0.164730,-3.369756,20.000000,0.998477,0.998477
4,4182,418,1.000000,-0.172494,0.071157,-2.424144,20.000000,0.987527,0.998477
5,3419,341,1.000000,-0.116760,0.090785,-1.286120,20.000000,0.893454,0.998477
6,1313,131,1.000000,0.031047,0.090370,0.343558,20.000000,0.367382,0.857225
7,4051,405,1.000000,0.156078,0.069043,2.260598,20.000000,0.017545,0.061409
