Contrast name:,Group (bel)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],
,1.000000,0.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,1885,188,1.000000,1.110796,0.283085,3.923900,19.000000,0.000456,0.000536
2,3322,332,1.000000,1.438698,0.150379,9.567168,19.000000,0.000000,0.000000
3,1525,152,1.000000,0.184878,0.206054,0.897231,19.000000,0.190412,0.190412
4,4182,418,1.000000,0.660967,0.125636,5.260967,19.000000,0.000022,0.000039
5,3419,341,1.000000,1.041652,0.142495,7.310090,19.000000,0.000000,0.000001
6,1313,131,1.000000,0.581467,0.148323,3.920263,19.000000,0.000460,0.000536
7,4051,405,1.000000,0.832275,0.098914,8.414149,19.000000,0.000000,0.000000
