ROI,average ROI size,average localizer mask size,inter-subject overlap,mean[1;1],stderr[1;1],T/F,dof,p,p-fdr
DMPFC,1885,188,1.000000,0.052981,0.052354,1.011978,14.000000,0.164360,0.575259
LTPJ,3322,332,1.000000,-0.001693,0.031556,-0.053652,14.000000,0.521015,0.714898
MMPFC,1525,152,1.000000,0.028365,0.065232,0.434825,14.000000,0.335159,0.675830
PC,4182,418,1.000000,0.013033,0.044191,0.294928,14.000000,0.386189,0.675830
RTPJ,3419,341,1.000000,-0.013602,0.046560,-0.292144,14.000000,0.612769,0.714898
VMPFC,1313,131,1.000000,-0.307451,0.109725,-2.802019,14.000000,0.992938,0.992938
RSTS,4051,405,1.000000,0.177727,0.058244,3.051411,14.000000,0.004313,0.030190
