"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast"
"1","1885","188","1.000000","0.981950","1","1"
"2","3322","332","1.000000","1.553364","1","1"
"3","1525","152","1.000000","0.962037","1","1"
"4","4182","418","1.000000","1.459080","1","1"
"5","3419","341","1.000000","1.974781","1","1"
"6","1313","131","1.000000","0.113357","1","1"
"7","4051","405","1.000000","1.089426","1","1"
"1","1885","188","1.000000","-0.203681","1","2"
"2","3322","332","1.000000","-1.204089","1","2"
"3","1525","152","1.000000","-0.282214","1","2"
"4","4182","418","1.000000","-1.180486","1","2"
"5","3419","341","1.000000","-1.987946","1","2"
"6","1313","131","1.000000","0.053124","1","2"
"7","4051","405","1.000000","-0.452997","1","2"
"1","1885","188","1.000000","-1.189886","1","3"
"2","3322","332","1.000000","-1.694258","1","3"
"3","1525","152","1.000000","-0.167738","1","3"
"4","4182","418","1.000000","-1.121714","1","3"
"5","3419","341","1.000000","-0.797104","1","3"
"6","1313","131","1.000000","-0.199254","1","3"
"7","4051","405","1.000000","-0.623195","1","3"
"1","1885","188","1.000000","-0.112540","1","4"
"2","3322","332","1.000000","-0.412777","1","4"
"3","1525","152","1.000000","0.099900","1","4"
"4","4182","418","1.000000","0.431717","1","4"
"5","3419","341","1.000000","0.893200","1","4"
"6","1313","131","1.000000","-0.150558","1","4"
"7","4051","405","1.000000","0.552910","1","4"
"1","1885","188","1.000000","-0.473281","2","1"
"2","3322","332","1.000000","-0.587662","2","1"
"3","1525","152","1.000000","-0.202304","2","1"
"4","4182","418","1.000000","-0.304231","2","1"
"5","3419","341","1.000000","-0.274322","2","1"
"6","1313","131","1.000000","0.221711","2","1"
"7","4051","405","1.000000","0.495300","2","1"
"1","1885","188","1.000000","-3.094452","2","2"
"2","3322","332","1.000000","-1.884097","2","2"
"3","1525","152","1.000000","-1.712934","2","2"
"4","4182","418","1.000000","-0.102795","2","2"
"5","3419","341","1.000000","-0.571473","2","2"
"6","1313","131","1.000000","-0.313999","2","2"
"7","4051","405","1.000000","-1.192036","2","2"
"1","1885","188","1.000000","-1.736624","2","3"
"2","3322","332","1.000000","0.306166","2","3"
"3","1525","152","1.000000","-1.485553","2","3"
"4","4182","418","1.000000","-0.230229","2","3"
"5","3419","341","1.000000","-0.237202","2","3"
"6","1313","131","1.000000","-0.250729","2","3"
"7","4051","405","1.000000","0.625901","2","3"
"1","1885","188","1.000000","-3.076049","2","4"
"2","3322","332","1.000000","0.521689","2","4"
"3","1525","152","1.000000","-2.918753","2","4"
"4","4182","418","1.000000","-0.700196","2","4"
"5","3419","341","1.000000","-0.261709","2","4"
"6","1313","131","1.000000","-0.869878","2","4"
"7","4051","405","1.000000","-0.087542","2","4"
"1","1885","188","1.000000","0.121047","3","1"
"2","3322","332","1.000000","1.448363","3","1"
"3","1525","152","1.000000","1.066052","3","1"
"4","4182","418","1.000000","1.815620","3","1"
"5","3419","341","1.000000","1.996234","3","1"
"6","1313","131","1.000000","-0.199373","3","1"
"7","4051","405","1.000000","0.969563","3","1"
"1","1885","188","1.000000","-0.576286","3","2"
"2","3322","332","1.000000","-1.019302","3","2"
"3","1525","152","1.000000","-0.990911","3","2"
"4","4182","418","1.000000","-0.668744","3","2"
"5","3419","341","1.000000","-0.334344","3","2"
"6","1313","131","1.000000","-1.244944","3","2"
"7","4051","405","1.000000","-0.214280","3","2"
"1","1885","188","1.000000","-0.103573","3","3"
"2","3322","332","1.000000","0.046586","3","3"
"3","1525","152","1.000000","-0.196409","3","3"
"4","4182","418","1.000000","-0.917050","3","3"
"5","3419","341","1.000000","-0.095066","3","3"
"6","1313","131","1.000000","-0.288579","3","3"
"7","4051","405","1.000000","-0.931422","3","3"
"1","1885","188","1.000000","0.415782","3","4"
"2","3322","332","1.000000","-0.124860","3","4"
"3","1525","152","1.000000","-0.297871","3","4"
"4","4182","418","1.000000","-0.784873","3","4"
"5","3419","341","1.000000","0.187519","3","4"
"6","1313","131","1.000000","0.393293","3","4"
"7","4051","405","1.000000","0.149352","3","4"
"1","1885","188","1.000000","1.546609","4","1"
"2","3322","332","1.000000","1.261927","4","1"
"3","1525","152","1.000000","1.069031","4","1"
"4","4182","418","1.000000","1.379466","4","1"
"5","3419","341","1.000000","1.308495","4","1"
"6","1313","131","1.000000","0.699681","4","1"
"7","4051","405","1.000000","1.019281","4","1"
"1","1885","188","1.000000","1.110954","4","2"
"2","3322","332","1.000000","0.322282","4","2"
"3","1525","152","1.000000","0.63301","4","2"
"4","4182","418","1.000000","0.234641","4","2"
"5","3419","341","1.000000","1.011062","4","2"
"6","1313","131","1.000000","0.24732","4","2"
"7","4051","405","1.000000","1.915587","4","2"
"1","1885","188","1.000000","0.485446","4","3"
"2","3322","332","1.000000","0.188488","4","3"
"3","1525","152","1.000000","1.01874","4","3"
"4","4182","418","1.000000","0.368969","4","3"
"5","3419","341","1.000000","0.280016","4","3"
"6","1313","131","1.000000","0.71416","4","3"
"7","4051","405","1.000000","0.910501","4","3"
"1","1885","188","1.000000","0.23558","4","4"
"2","3322","332","1.000000","-0.24407","4","4"
"3","1525","152","1.000000","-0.459745","4","4"
"4","4182","418","1.000000","-0.049346","4","4"
"5","3419","341","1.000000","0.048867","4","4"
"6","1313","131","1.000000","0.046866","4","4"
"7","4051","405","1.000000","0.022855","4","4"
"1","1885","188","1.000000","1.63456","5","1"
"2","3322","332","1.000000","1.22614","5","1"
"3","1525","152","1.000000","1.374994","5","1"
"4","4182","418","1.000000","1.108425","5","1"
"5","3419","341","1.000000","1.127189","5","1"
"6","1313","131","1.000000","0.093667","5","1"
"7","4051","405","1.000000","0.702495","5","1"
"1","1885","188","1.000000","-0.53791","5","2"
"2","3322","332","1.000000","-0.526743","5","2"
"3","1525","152","1.000000","-0.670292","5","2"
"4","4182","418","1.000000","-0.40686","5","2"
"5","3419","341","1.000000","-0.525032","5","2"
"6","1313","131","1.000000","-0.176826","5","2"
"7","4051","405","1.000000","-0.256167","5","2"
"1","1885","188","1.000000","-0.089523","5","3"
"2","3322","332","1.000000","-0.208173","5","3"
"3","1525","152","1.000000","0.459216","5","3"
"4","4182","418","1.000000","-0.737121","5","3"
"5","3419","341","1.000000","-0.524178","5","3"
"6","1313","131","1.000000","0.612271","5","3"
"7","4051","405","1.000000","0.446602","5","3"
"1","1885","188","1.000000","0.342858","5","4"
"2","3322","332","1.000000","0.684315","5","4"
"3","1525","152","1.000000","0.628408","5","4"
"4","4182","418","1.000000","-0.293672","5","4"
"5","3419","341","1.000000","0.371183","5","4"
"6","1313","131","1.000000","0.466112","5","4"
"7","4051","405","1.000000","0.656228","5","4"
"1","1885","188","1.000000","4.358324","6","1"
"2","3322","332","1.000000","1.981569","6","1"
"3","1525","152","1.000000","2.881182","6","1"
"4","4182","418","1.000000","2.271801","6","1"
"5","3419","341","1.000000","2.368592","6","1"
"6","1313","131","1.000000","1.554388","6","1"
"7","4051","405","1.000000","2.08299","6","1"
"1","1885","188","1.000000","-0.798828","6","2"
"2","3322","332","1.000000","-0.772729","6","2"
"3","1525","152","1.000000","-0.84389","6","2"
"4","4182","418","1.000000","-0.116014","6","2"
"5","3419","341","1.000000","-0.016968","6","2"
"6","1313","131","1.000000","0.06001","6","2"
"7","4051","405","1.000000","0.21466","6","2"
"1","1885","188","1.000000","-3.512345","6","3"
"2","3322","332","1.000000","-2.088554","6","3"
"3","1525","152","1.000000","-3.643845","6","3"
"4","4182","418","1.000000","-1.993187","6","3"
"5","3419","341","1.000000","-2.253103","6","3"
"6","1313","131","1.000000","-2.181516","6","3"
"7","4051","405","1.000000","-1.054973","6","3"
"1","1885","188","1.000000","0.243332","6","4"
"2","3322","332","1.000000","0.145667","6","4"
"3","1525","152","1.000000","-0.869106","6","4"
"4","4182","418","1.000000","-0.31281","6","4"
"5","3419","341","1.000000","-0.570882","6","4"
"6","1313","131","1.000000","-1.392188","6","4"
"7","4051","405","1.000000","0.616744","6","4"
"1","1885","188","1.000000","1.530934","7","1"
"2","3322","332","1.000000","2.117153","7","1"
"3","1525","152","1.000000","0.581316","7","1"
"4","4182","418","1.000000","1.388222","7","1"
"5","3419","341","1.000000","1.723894","7","1"
"6","1313","131","1.000000","0.39182","7","1"
"7","4051","405","1.000000","0.522431","7","1"
"1","1885","188","1.000000","1.494075","7","2"
"2","3322","332","1.000000","0.087423","7","2"
"3","1525","152","1.000000","1.191035","7","2"
"4","4182","418","1.000000","0.990233","7","2"
"5","3419","341","1.000000","0.588842","7","2"
"6","1313","131","1.000000","0.408189","7","2"
"7","4051","405","1.000000","-0.149257","7","2"
"1","1885","188","1.000000","0.022359","7","3"
"2","3322","332","1.000000","1.345424","7","3"
"3","1525","152","1.000000","-0.354295","7","3"
"4","4182","418","1.000000","0.855391","7","3"
"5","3419","341","1.000000","1.213739","7","3"
"6","1313","131","1.000000","0.357859","7","3"
"7","4051","405","1.000000","1.326394","7","3"
"1","1885","188","1.000000","3.589047","7","4"
"2","3322","332","1.000000","3.042191","7","4"
"3","1525","152","1.000000","2.475674","7","4"
"4","4182","418","1.000000","1.802283","7","4"
"5","3419","341","1.000000","2.850385","7","4"
"6","1313","131","1.000000","1.949256","7","4"
"7","4051","405","1.000000","1.872074","7","4"
"1","1885","188","1.000000","0.153266","8","1"
"2","3322","332","1.000000","0.352347","8","1"
"3","1525","152","1.000000","0.381322","8","1"
"4","4182","418","1.000000","0.447118","8","1"
"5","3419","341","1.000000","0.368661","8","1"
"6","1313","131","1.000000","0.230968","8","1"
"7","4051","405","1.000000","-0.224729","8","1"
"1","1885","188","1.000000","2.085072","8","2"
"2","3322","332","1.000000","0.779197","8","2"
"3","1525","152","1.000000","0.92386","8","2"
"4","4182","418","1.000000","0.183191","8","2"
"5","3419","341","1.000000","0.331208","8","2"
"6","1313","131","1.000000","0.961701","8","2"
"7","4051","405","1.000000","1.113819","8","2"
"1","1885","188","1.000000","-2.954813","8","3"
"2","3322","332","1.000000","-0.999449","8","3"
"3","1525","152","1.000000","-1.921218","8","3"
"4","4182","418","1.000000","-0.923217","8","3"
"5","3419","341","1.000000","-0.791298","8","3"
"6","1313","131","1.000000","-1.395489","8","3"
"7","4051","405","1.000000","-0.836569","8","3"
"1","1885","188","1.000000","0.447872","8","4"
"2","3322","332","1.000000","1.2982","8","4"
"3","1525","152","1.000000","0.897684","8","4"
"4","4182","418","1.000000","0.707996","8","4"
"5","3419","341","1.000000","0.475106","8","4"
"6","1313","131","1.000000","0.253218","8","4"
"7","4051","405","1.000000","0.919007","8","4"
"1","1885","188","1.000000","1.878817","9","1"
"2","3322","332","1.000000","1.515874","9","1"
"3","1525","152","1.000000","2.391065","9","1"
"4","4182","418","1.000000","1.364115","9","1"
"5","3419","341","1.000000","1.656389","9","1"
"6","1313","131","1.000000","0.047041","9","1"
"7","4051","405","1.000000","1.44517","9","1"
"1","1885","188","1.000000","-1.205278","9","2"
"2","3322","332","1.000000","-0.515397","9","2"
"3","1525","152","1.000000","-0.035197","9","2"
"4","4182","418","1.000000","-1.057439","9","2"
"5","3419","341","1.000000","-0.324448","9","2"
"6","1313","131","1.000000","-0.766137","9","2"
"7","4051","405","1.000000","0.895146","9","2"
"1","1885","188","1.000000","-2.395518","9","3"
"2","3322","332","1.000000","-1.418465","9","3"
"3","1525","152","1.000000","-1.817277","9","3"
"4","4182","418","1.000000","-1.446006","9","3"
"5","3419","341","1.000000","-0.990689","9","3"
"6","1313","131","1.000000","-0.568922","9","3"
"7","4051","405","1.000000","-0.839057","9","3"
