Contrast name:,Group (lit)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],
,0.000000,1.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,2948,294,1.000000,0.247503,0.074279,3.332053,20.000000,0.001661,0.001994
2,1627,162,1.000000,0.420075,0.063098,6.657493,20.000000,0.000001,0.000005
3,644,64,1.000000,-0.029567,0.075242,-0.392964,20.000000,0.650748,0.650748
4,743,74,1.000000,0.562040,0.097152,5.785165,20.000000,0.000006,0.000017
5,462,46,1.000000,0.340257,0.098420,3.457182,20.000000,0.001245,0.001867
6,370,37,1.000000,0.667687,0.156784,4.258637,20.000000,0.000192,0.000384
