Data
ROI#,ROI size,average localizer mask size,inter-subject overlap,Subject#1[1],Subject#1[2],Subject#2[1],Subject#2[2],Subject#3[1],Subject#3[2],Subject#4[1],Subject#4[2],Subject#5[1],Subject#5[2],Subject#6[1],Subject#6[2],Subject#7[1],Subject#7[2],Subject#8[1],Subject#8[2],Subject#9[1],Subject#9[2],Subject#10[1],Subject#10[2],Subject#11[1],Subject#11[2],Subject#12[1],Subject#12[2],Subject#13[1],Subject#13[2],Subject#14[1],Subject#14[2],Subject#15[1],Subject#15[2],Subject#16[1],Subject#16[2],Subject#17[1],Subject#17[2],Subject#18[1],Subject#18[2],Subject#19[1],Subject#19[2],Subject#20[1],Subject#20[2],Subject#21[1],Subject#21[2]
1,370,37,1.000000,0.382322,0.889955,0.860879,1.072280,0.159773,0.257005,0.923524,1.112073,-0.073471,-0.195634,0.264042,0.828605,0.026825,0.045475,-0.084373,0.336985,-0.252687,0.232998,0.525379,-0.450134,0.093554,-0.043835,-0.067367,0.274836,-0.197780,-0.432828,0.148989,1.089459,0.284065,0.633058,0.294501,0.441842,0.164839,-0.186599,0.035583,-0.087138,0.145343,0.240698,0.663626,0.607560,0.785247,0.275815
2,743,74,1.000000,0.248691,0.734669,0.069095,-0.120701,0.068286,0.046978,0.536223,0.271539,-0.239402,-0.073658,0.190462,0.896315,-0.452826,-0.049917,-0.142890,-0.287309,-0.260048,-0.134368,0.386944,-0.496690,0.125250,0.103607,-0.026425,-0.027345,0.039806,-0.123883,-0.081646,0.712515,0.064121,0.234025,0.021990,0.456249,0.102593,-0.125450,-0.069549,-0.171688,0.142169,0.449279,0.124683,-0.009766,0.376107,-0.222414
3,462,46,1.000000,0.265074,0.350521,0.003627,0.034566,0.307897,0.073285,0.205226,0.184730,-0.272995,-0.034323,0.255916,0.692244,-0.090856,0.125976,-0.289217,-0.081714,-0.194234,0.115951,0.141969,-0.571736,0.031393,0.322308,0.151358,-0.263416,-0.095852,0.017578,-0.299726,0.286973,0.056321,0.148777,0.053285,0.255556,0.045668,-0.155765,0.005375,-0.150912,0.442891,0.816906,0.077593,0.399867,0.216312,-0.060906
4,1627,162,1.000000,-0.138453,0.525910,0.199841,0.330210,0.127675,0.017290,0.173334,0.082362,0.123858,0.125908,0.082621,0.444950,-0.313281,0.148979,-0.036461,0.039627,-0.194239,0.008846,-0.122276,-0.426316,0.014142,0.002618,-0.134451,-0.002109,0.075661,0.128244,0.274440,0.523996,0.022794,-0.143842,0.061196,0.594887,0.045602,-0.113302,0.101499,-0.066006,-0.030562,0.118850,0.208401,0.092254,0.613875,-0.098702
5,2948,294,1.000000,0.286527,0.650779,0.187908,0.431771,0.137765,0.099311,0.295594,0.531964,0.015665,0.128790,0.225988,0.434940,-0.082868,0.102265,-0.056275,-0.048196,-0.110650,0.246943,-0.155539,-0.537531,0.068506,0.060218,-0.045067,-0.209309,0.043501,-0.060211,0.145129,0.462171,0.107461,-0.048023,0.076924,0.184508,0.056682,-0.156695,0.024426,-0.128180,0.013150,0.097937,0.084837,0.045823,0.100877,-0.182339
6,644,64,1.000000,0.415285,0.721665,-0.244049,-0.197582,0.188106,-0.126834,0.333202,0.474408,0.174146,0.513417,0.289350,0.444799,-0.245317,0.225501,-0.104145,-0.036464,-0.148461,0.138439,-0.055254,-0.431206,-0.064358,0.063754,-0.012314,-0.132498,0.204301,0.231906,0.037661,0.257872,0.038542,-0.244943,0.040194,0.353493,0.191381,0.071209,0.084479,0.028514,0.000414,0.385376,0.113304,0.040342,0.211247,-0.092124

Weights
ROI#,Subject#1,Subject#2,Subject#3,Subject#4,Subject#5,Subject#6,Subject#7,Subject#8,Subject#9,Subject#10,Subject#11,Subject#12,Subject#13,Subject#14,Subject#15,Subject#16,Subject#17,Subject#18,Subject#19,Subject#20,Subject#21
1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
3,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
6,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000

quality control (localizer mask sizes)
Subject#,Session/Partition#,filename,ROI#1,ROI#2,ROI#3,ROI#4,ROI#5,ROI#6
1,1,/mindhive/evlab/u/Shared/SUBJECTS/168_FED_20160107b_3T2/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
2,1,/mindhive/evlab/u/Shared/SUBJECTS/288_FED_20170412b_3T2/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
3,1,/mindhive/evlab/u/Shared/SUBJECTS/290_FED_20170426a_3T2/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
4,1,/mindhive/evlab/u/Shared/SUBJECTS/301_FED_20150708c_3T2/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
5,1,/mindhive/evlab/u/Shared/SUBJECTS/334_FED_20151119a_3T2/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
6,1,/mindhive/evlab/u/Shared/SUBJECTS/343_FED_20160107a_3T2/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
7,1,/mindhive/evlab/u/Shared/SUBJECTS/366_FED_20161103a_3T1/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
8,1,/mindhive/evlab/u/Shared/SUBJECTS/424_FED_20161102b_3T1/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
9,1,/mindhive/evlab/u/Shared/SUBJECTS/426_FED_20160908d_3T1/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
10,1,/mindhive/evlab/u/Shared/SUBJECTS/430_FED_20170426d_3T2/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
11,1,/mindhive/evlab/u/Shared/SUBJECTS/473_FED_20161102a_3T1/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
12,1,/mindhive/evlab/u/Shared/SUBJECTS/498_FED_20161121a_3T1/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
13,1,/mindhive/evlab/u/Shared/SUBJECTS/520_FED_20161227a_3T2/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
14,1,/mindhive/evlab/u/Shared/SUBJECTS/521_FED_20161228a_3T2/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
15,1,/mindhive/evlab/u/Shared/SUBJECTS/551_FED_20170412a_3T2/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
16,1,/mindhive/evlab/u/Shared/SUBJECTS/555_FED_20170426c_3T2/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
17,1,/mindhive/evlab/u/Shared/SUBJECTS/571_FED_20170412c_3T2/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
18,1,/mindhive/evlab/u/Shared/SUBJECTS/576_FED_20170414b_3T2/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
19,1,/mindhive/evlab/u/Shared/SUBJECTS/577_FED_20170414c_3T2/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
20,1,/mindhive/evlab/u/Shared/SUBJECTS/578_FED_20170414d_3T2/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
21,1,/mindhive/evlab/u/Shared/SUBJECTS/596_FED_20170426b_3T2/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
