"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast","filename","fROIs","task","ind_selection_method"
"1","1885","188","1.000000","1.984194","1","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"2","3322","332","1.000000","1.324210","1","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"3","1525","152","1.000000","1.789069","1","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"4","4182","418","1.000000","1.216867","1","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"5","3419","341","1.000000","1.284300","1","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"6","1313","131","1.000000","1.692928","1","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"7","4051","405","1.000000","0.604084","1","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"1","1885","188","1.000000","-0.078345","1","2","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"2","3322","332","1.000000","0.694542","1","2","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"3","1525","152","1.000000","-0.062794","1","2","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"4","4182","418","1.000000","0.310709","1","2","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"5","3419","341","1.000000","0.403253","1","2","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"6","1313","131","1.000000","0.496433","1","2","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"7","4051","405","1.000000","0.142840","1","2","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"1","1885","188","1.000000","2.062539","1","3","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"2","3322","332","1.000000","0.629668","1","3","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"3","1525","152","1.000000","1.851863","1","3","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"4","4182","418","1.000000","0.906158","1","3","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"5","3419","341","1.000000","0.881047","1","3","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"6","1313","131","1.000000","1.196495","1","3","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"7","4051","405","1.000000","0.461244","1","3","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"1","1885","188","1.000000","0.924668","2","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"2","3322","332","1.000000","1.198499","2","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"3","1525","152","1.000000","-0.049514","2","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"4","4182","418","1.000000","1.119862","2","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"5","3419","341","1.000000","1.088273","2","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"6","1313","131","1.000000","0.186671","2","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"7","4051","405","1.000000","1.084941","2","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"1","1885","188","1.000000","0.024725","2","2","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"2","3322","332","1.000000","0.346721","2","2","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"3","1525","152","1.000000","-0.584825","2","2","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"4","4182","418","1.000000","0.408047","2","2","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"5","3419","341","1.000000","0.015971","2","2","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"6","1313","131","1.000000","-0.248397","2","2","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"7","4051","405","1.000000","0.252085","2","2","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"1","1885","188","1.000000","0.899943","2","3","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"2","3322","332","1.000000","0.851779","2","3","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"3","1525","152","1.000000","0.535312","2","3","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"4","4182","418","1.000000","0.711815","2","3","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"5","3419","341","1.000000","1.072302","2","3","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"6","1313","131","1.000000","0.435068","2","3","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"7","4051","405","1.000000","0.832855","2","3","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"1","1885","188","1.000000","3.844738","3","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"2","3322","332","1.000000","2.890569","3","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"3","1525","152","1.000000","1.419134","3","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"4","4182","418","1.000000","0.897926","3","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"5","3419","341","1.000000","1.847177","3","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"6","1313","131","1.000000","1.131406","3","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"7","4051","405","1.000000","1.524748","3","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"1","1885","188","1.000000","-0.914848","3","2","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"2","3322","332","1.000000","1.741110","3","2","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"3","1525","152","1.000000","-1.673288","3","2","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"4","4182","418","1.000000","-0.048041","3","2","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"5","3419","341","1.000000","0.147466","3","2","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"6","1313","131","1.000000","-0.449796","3","2","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"7","4051","405","1.000000","0.156144","3","2","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"1","1885","188","1.000000","4.759586","3","3","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"2","3322","332","1.000000","1.149459","3","3","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"3","1525","152","1.000000","3.092422","3","3","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"4","4182","418","1.000000","0.945967","3","3","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"5","3419","341","1.000000","1.699711","3","3","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"6","1313","131","1.000000","1.581201","3","3","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"7","4051","405","1.000000","1.368603","3","3","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"1","1885","188","1.000000","0.750818","4","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"2","3322","332","1.000000","2.245816","4","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"3","1525","152","1.000000","-0.282496","4","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"4","4182","418","1.000000","0.665701","4","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
"5","3419","341","1.000000","0.947237","4","1","ToMfROIs_resp_ToM_20170703","ToMfROIs","ToM","Top10Percent"
