"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast","filename","fROIs","task","ind_selection_method"
"1","1885","50","1.000000","0.253037","1","1","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"2","3322","50","1.000000","1.124160","1","1","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"3","1525","50","1.000000","0.029887","1","1","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"4","4182","50","1.000000","0.341571","1","1","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"5","3419","50","1.000000","0.369436","1","1","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"6","1313","50","1.000000","0.287422","1","1","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"7","4051","50","1.000000","0.640507","1","1","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"1","1885","50","1.000000","-0.553791","1","2","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"2","3322","50","1.000000","1.200411","1","2","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"3","1525","50","1.000000","0.379546","1","2","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"4","4182","50","1.000000","0.685919","1","2","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"5","3419","50","1.000000","0.626736","1","2","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"6","1313","50","1.000000","1.457581","1","2","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"7","4051","50","1.000000","0.867336","1","2","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"1","1885","50","1.000000","0.759191","1","3","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"2","3322","50","1.000000","1.883918","1","3","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"3","1525","50","1.000000","1.004081","1","3","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"4","4182","50","1.000000","1.659755","1","3","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"5","3419","50","1.000000","1.382740","1","3","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"6","1313","50","1.000000","0.879083","1","3","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"7","4051","50","1.000000","1.806194","1","3","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"1","1885","50","1.000000","0.226911","2","1","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"2","3322","50","1.000000","0.421126","2","1","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"3","1525","50","1.000000","-0.229214","2","1","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"4","4182","50","1.000000","-0.177754","2","1","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"5","3419","50","1.000000","0.099511","2","1","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"6","1313","50","1.000000","0.134589","2","1","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"7","4051","50","1.000000","0.738022","2","1","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"1","1885","50","1.000000","0.517431","2","2","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"2","3322","50","1.000000","0.551621","2","2","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"3","1525","50","1.000000","-0.286687","2","2","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"4","4182","50","1.000000","0.014875","2","2","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"5","3419","50","1.000000","0.091603","2","2","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"6","1313","50","1.000000","0.274754","2","2","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"7","4051","50","1.000000","0.706216","2","2","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"1","1885","50","1.000000","0.146769","2","3","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"2","3322","50","1.000000","0.687623","2","3","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"3","1525","50","1.000000","-0.306929","2","3","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"4","4182","50","1.000000","-0.057247","2","3","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"5","3419","50","1.000000","0.266757","2","3","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"6","1313","50","1.000000","0.044491","2","3","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"7","4051","50","1.000000","1.428508","2","3","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"1","1885","50","1.000000","-3.446343","3","1","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"2","3322","50","1.000000","0.891499","3","1","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"3","1525","50","1.000000","-2.650088","3","1","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"4","4182","50","1.000000","-0.626468","3","1","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
"5","3419","50","1.000000","-0.908895","3","1","ToMfROIs_resp_JokesCustom_Top50Voxels_20170703","ToMfROIs","JokesCustom","Top50Voxels"
