"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast","filename","fROIs","task","ind_selection_method"
"1","1038","50","1.000000","0.649842","1","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"2","1399","50","1.000000","2.156175","1","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"3","4863","50","1.000000","0.977481","1","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"4","5104","50","1.000000","0.668500","1","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"5","888","50","1.000000","-0.307325","1","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"6","1015","50","1.000000","0.210074","1","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"7","3526","50","1.000000","1.044994","1","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"8","3381","50","1.000000","1.051194","1","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"9","1858","50","1.000000","0.856948","1","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"10","1770","50","1.000000","1.976785","1","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"11","2147","50","1.000000","0.873964","1","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"12","2371","50","1.000000","1.138722","1","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"13","2447","50","1.000000","0.714129","1","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"14","1345","50","1.000000","0.704834","1","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"15","2065","50","1.000000","3.662661","1","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"16","2222","50","1.000000","1.653795","1","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"17","1400","50","1.000000","0.036099","1","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"18","1313","50","1.000000","0.081034","1","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"1","1038","50","1.000000","0.546187","1","2","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"2","1399","50","1.000000","1.539283","1","2","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"3","4863","50","1.000000","0.511067","1","2","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"4","5104","50","1.000000","1.721601","1","2","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"5","888","50","1.000000","1.088933","1","2","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"6","1015","50","1.000000","0.709546","1","2","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"7","3526","50","1.000000","0.680773","1","2","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"8","3381","50","1.000000","0.454939","1","2","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"9","1858","50","1.000000","0.672116","1","2","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"10","1770","50","1.000000","1.622397","1","2","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"11","2147","50","1.000000","0.509353","1","2","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"12","2371","50","1.000000","0.556415","1","2","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"13","2447","50","1.000000","0.531337","1","2","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"14","1345","50","1.000000","0.252133","1","2","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"15","2065","50","1.000000","3.491372","1","2","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"16","2222","50","1.000000","0.791028","1","2","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"17","1400","50","1.000000","-0.362541","1","2","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"18","1313","50","1.000000","-0.083053","1","2","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"1","1038","50","1.000000","0.103655","1","3","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"2","1399","50","1.000000","0.616891","1","3","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"3","4863","50","1.000000","0.466413","1","3","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"4","5104","50","1.000000","-1.053101","1","3","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"5","888","50","1.000000","-1.396259","1","3","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"6","1015","50","1.000000","-0.499472","1","3","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"7","3526","50","1.000000","0.364221","1","3","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"8","3381","50","1.000000","0.596255","1","3","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"9","1858","50","1.000000","0.184832","1","3","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"10","1770","50","1.000000","0.354388","1","3","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"11","2147","50","1.000000","0.364610","1","3","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"12","2371","50","1.000000","0.582307","1","3","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"13","2447","50","1.000000","0.182792","1","3","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"14","1345","50","1.000000","0.452702","1","3","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"15","2065","50","1.000000","0.171290","1","3","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"16","2222","50","1.000000","0.862767","1","3","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"17","1400","50","1.000000","0.398640","1","3","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"18","1313","50","1.000000","0.164087","1","3","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"1","1038","50","1.000000","0.315774","2","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"2","1399","50","1.000000","1.000597","2","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"3","4863","50","1.000000","0.188573","2","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"4","5104","50","1.000000","0.956364","2","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"5","888","50","1.000000","0.114025","2","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"6","1015","50","1.000000","0.402230","2","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"7","3526","50","1.000000","1.373961","2","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"8","3381","50","1.000000","0.961599","2","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"9","1858","50","1.000000","0.362922","2","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"10","1770","50","1.000000","0.283913","2","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"11","2147","50","1.000000","0.719703","2","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"12","2371","50","1.000000","0.552195","2","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"13","2447","50","1.000000","0.734793","2","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"14","1345","50","1.000000","0.533297","2","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"15","2065","50","1.000000","1.115855","2","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"16","2222","50","1.000000","1.415825","2","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"17","1400","50","1.000000","-0.031170","2","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"18","1313","50","1.000000","0.045628","2","1","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"1","1038","50","1.000000","0.233752","2","2","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"2","1399","50","1.000000","0.750695","2","2","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
"3","4863","50","1.000000","-0.102098","2","2","MDfROIs_resp_Jokes_Top50Voxels_20170703","MDfROIs","Jokes","Top50Voxels"
