Contrast name:,Group (joke-lit)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],
,0.000000,0.000000,1.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,2948,294,1.000000,0.121983,0.034736,3.511674,20.000000,0.001097,0.003170
2,1627,162,1.000000,0.116993,0.027940,4.187345,20.000000,0.000227,0.001362
3,644,64,1.000000,0.172856,0.051561,3.352456,20.000000,0.001585,0.003170
4,743,74,1.000000,0.179277,0.062697,2.859440,20.000000,0.004846,0.005815
5,462,46,1.000000,0.161698,0.070836,2.282704,20.000000,0.016763,0.016763
6,370,37,1.000000,0.278247,0.090928,3.060063,20.000000,0.003090,0.004634
