"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast","filename","fROIs","task","ind_selection_method","pipeline"
"2","1627","50","1.000000","0.268497","2","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","-0.217944","2","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","0.485223","2","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","0.055204","2","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","0.588588","2","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","0.855797","2","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","0.594040","2","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","-0.381167","2","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","0.364168","2","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","0.076348","2","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","1.345502","2","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","0.780611","2","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","0.366977","2","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","-0.245275","2","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","0.182813","2","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","0.064413","2","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","1.314343","2","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","0.214673","2","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","0.098480","2","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","-0.027331","2","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","-0.302411","2","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","0.009209","2","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","0.725756","2","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","0.133711","3","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","0.195342","3","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","-0.057574","3","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","0.934648","3","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","0.646892","3","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","0.775914","3","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","0.067545","3","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","0.210072","3","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","-0.081268","3","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","0.910478","3","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","0.694908","3","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","0.993347","3","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","0.295379","3","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","0.235015","3","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","0.328090","3","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","1.170462","3","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","1.344538","3","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","1.529071","3","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","0.161668","3","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","0.039672","3","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","0.385665","3","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","0.235815","3","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","0.697647","3","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","0.753157","3","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","-0.009414","4","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","0.321208","4","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","-0.511312","4","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","0.161647","4","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","-0.233412","4","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","0.282923","4","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","0.615309","4","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","0.486118","4","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","-0.259396","4","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","0.944003","4","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","0.327913","4","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","1.253154","4","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","0.523472","4","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","0.234679","4","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","-0.444914","4","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","0.726108","4","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","-0.296122","4","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","1.577693","4","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","0.532885","4","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","-0.086529","4","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","0.066398","4","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","0.564461","4","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","-0.062710","4","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","1.294769","4","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","-0.034416","5","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","1.086985","5","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","-0.595420","5","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","0.178306","5","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","-0.397934","5","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","0.425029","5","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","-0.041125","5","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","1.333671","5","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","-0.151723","5","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","0.086912","5","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","-0.438701","5","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","0.417259","5","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","0.733915","5","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","2.747724","5","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","0.236843","5","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","1.703895","5","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","0.021034","5","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","1.51456","5","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","0.768331","5","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","1.660739","5","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","0.832263","5","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","1.52559","5","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","0.418968","5","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","1.089531","5","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","0.635445","6","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","0.972241","6","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","0.471177","6","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","0.914682","6","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","0.856274","6","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","0.436402","6","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","0.589493","6","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","0.877618","6","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","0.404562","6","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","1.042944","6","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","1.030958","6","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","0.758747","6","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","0.863554","6","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","1.260501","6","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","0.595217","6","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","1.236539","6","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","0.984559","6","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","0.799711","6","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","0.228109","6","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","0.28826","6","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","0.12404","6","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","0.321857","6","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","0.128285","6","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","0.363309","6","4","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","0.543751","7","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","0.481226","7","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","0.116862","7","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","0.713412","7","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","0.73362","7","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","0.97926","7","1","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","0.568288","7","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","0.394564","7","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"3","644","50","1.000000","0.220585","7","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"4","743","50","1.000000","0.494416","7","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"5","462","50","1.000000","0.672427","7","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"6","370","50","1.000000","0.925131","7","2","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"1","2948","50","1.000000","0.701738","7","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
"2","1627","50","1.000000","0.416172","7","3","RHLfROIs_resp_JokesCustom_Top50Voxels_20170720","RHLfROIs","JokesCustom","Top50Voxels","Old_evlab_pipeline"
