filename,SubjectNumber,ROI,ROI.size,average.localizer.mask.size,inter.subject.overlap,sigChange,Contrast,fROIs,task,ind_selection_method,pipeline,participantID,Evlab_SubNo
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,1,7,4051,405,1,0.356449,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,288_FED_20170412b_3T2_PL2017,288
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,1,1,1885,188,1,0.393914,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,288_FED_20170412b_3T2_PL2017,288
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,1,2,3322,332,1,0.54834,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,288_FED_20170412b_3T2_PL2017,288
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,1,3,1525,152,1,0.168913,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,288_FED_20170412b_3T2_PL2017,288
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,1,4,4182,418,1,0.397851,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,288_FED_20170412b_3T2_PL2017,288
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,1,5,3419,341,1,0.239692,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,288_FED_20170412b_3T2_PL2017,288
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,1,6,1313,131,1,0.276908,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,288_FED_20170412b_3T2_PL2017,288
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,1,7,4051,405,1,0.308076,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,288_FED_20170412b_3T2_PL2017,288
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,10,1,1885,188,1,0.467448,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,521_FED_20161228a_3T2_PL2017,521
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,10,2,3322,332,1,1.040791,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,521_FED_20161228a_3T2_PL2017,521
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,10,3,1525,152,1,0.634199,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,521_FED_20161228a_3T2_PL2017,521
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,10,4,4182,418,1,1.140083,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,521_FED_20161228a_3T2_PL2017,521
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,10,5,3419,341,1,0.856306,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,521_FED_20161228a_3T2_PL2017,521
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,10,6,1313,131,1,0.431214,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,521_FED_20161228a_3T2_PL2017,521
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,10,7,4051,405,1,0.471612,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,521_FED_20161228a_3T2_PL2017,521
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,10,1,1885,188,1,-0.49944,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,521_FED_20161228a_3T2_PL2017,521
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,10,2,3322,332,1,0.327,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,521_FED_20161228a_3T2_PL2017,521
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,10,3,1525,152,1,-0.07185,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,521_FED_20161228a_3T2_PL2017,521
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,10,4,4182,418,1,0.477748,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,521_FED_20161228a_3T2_PL2017,521
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,10,5,3419,341,1,0.1227,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,521_FED_20161228a_3T2_PL2017,521
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,10,6,1313,131,1,0.035361,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,521_FED_20161228a_3T2_PL2017,521
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,10,7,4051,405,1,-0.003434,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,521_FED_20161228a_3T2_PL2017,521
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,10,1,1885,188,1,0.966887,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,521_FED_20161228a_3T2_PL2017,521
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,10,2,3322,332,1,0.713791,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,521_FED_20161228a_3T2_PL2017,521
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,10,3,1525,152,1,0.706049,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,521_FED_20161228a_3T2_PL2017,521
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,10,4,4182,418,1,0.662336,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,521_FED_20161228a_3T2_PL2017,521
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,10,5,3419,341,1,0.733606,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,521_FED_20161228a_3T2_PL2017,521
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,10,6,1313,131,1,0.395852,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,521_FED_20161228a_3T2_PL2017,521
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,10,7,4051,405,1,0.475046,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,521_FED_20161228a_3T2_PL2017,521
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,11,1,1885,188,1,-1.263491,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,551_FED_20170412a_3T2_PL2017,551
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,11,2,3322,332,1,-0.690931,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,551_FED_20170412a_3T2_PL2017,551
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,11,3,1525,152,1,-1.687119,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,551_FED_20170412a_3T2_PL2017,551
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,11,4,4182,418,1,-0.907,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,551_FED_20170412a_3T2_PL2017,551
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,11,5,3419,341,1,-0.590151,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,551_FED_20170412a_3T2_PL2017,551
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,11,6,1313,131,1,-1.878156,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,551_FED_20170412a_3T2_PL2017,551
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,11,7,4051,405,1,-0.071589,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,551_FED_20170412a_3T2_PL2017,551
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,11,1,1885,188,1,-1.759262,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,551_FED_20170412a_3T2_PL2017,551
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,11,2,3322,332,1,-1.151222,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,551_FED_20170412a_3T2_PL2017,551
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,11,3,1525,152,1,-2.057041,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,551_FED_20170412a_3T2_PL2017,551
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,11,4,4182,418,1,-1.278105,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,551_FED_20170412a_3T2_PL2017,551
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,11,5,3419,341,1,-0.872072,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,551_FED_20170412a_3T2_PL2017,551
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,11,6,1313,131,1,-1.706846,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,551_FED_20170412a_3T2_PL2017,551
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,11,7,4051,405,1,-0.224244,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,551_FED_20170412a_3T2_PL2017,551
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,11,1,1885,188,1,0.495772,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,551_FED_20170412a_3T2_PL2017,551
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,11,2,3322,332,1,0.460291,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,551_FED_20170412a_3T2_PL2017,551
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,11,3,1525,152,1,0.369923,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,551_FED_20170412a_3T2_PL2017,551
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,11,4,4182,418,1,0.371105,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,551_FED_20170412a_3T2_PL2017,551
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,11,5,3419,341,1,0.281921,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,551_FED_20170412a_3T2_PL2017,551
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,11,6,1313,131,1,-0.17131,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,551_FED_20170412a_3T2_PL2017,551
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,11,7,4051,405,1,0.152655,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,551_FED_20170412a_3T2_PL2017,551
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,12,1,1885,188,1,2.666255,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,555_FED_20170426c_3T2_PL2017,555
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,12,2,3322,332,1,1.416894,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,555_FED_20170426c_3T2_PL2017,555
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,12,3,1525,152,1,0.998087,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,555_FED_20170426c_3T2_PL2017,555
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,12,4,4182,418,1,0.446712,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,555_FED_20170426c_3T2_PL2017,555
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,12,5,3419,341,1,0.318922,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,555_FED_20170426c_3T2_PL2017,555
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,12,6,1313,131,1,1.104716,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,555_FED_20170426c_3T2_PL2017,555
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,12,7,4051,405,1,0.983371,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,555_FED_20170426c_3T2_PL2017,555
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,12,1,1885,188,1,1.900908,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,555_FED_20170426c_3T2_PL2017,555
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,12,2,3322,332,1,1.244272,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,555_FED_20170426c_3T2_PL2017,555
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,12,3,1525,152,1,0.344313,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,555_FED_20170426c_3T2_PL2017,555
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,12,4,4182,418,1,0.072651,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,555_FED_20170426c_3T2_PL2017,555
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,12,5,3419,341,1,0.101054,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,555_FED_20170426c_3T2_PL2017,555
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,12,6,1313,131,1,0.461474,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,555_FED_20170426c_3T2_PL2017,555
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,12,7,4051,405,1,0.650091,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,555_FED_20170426c_3T2_PL2017,555
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,12,1,1885,188,1,0.765347,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,555_FED_20170426c_3T2_PL2017,555
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,12,2,3322,332,1,0.172623,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,555_FED_20170426c_3T2_PL2017,555
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,12,3,1525,152,1,0.653774,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,555_FED_20170426c_3T2_PL2017,555
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,12,4,4182,418,1,0.374061,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,555_FED_20170426c_3T2_PL2017,555
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,12,5,3419,341,1,0.217868,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,555_FED_20170426c_3T2_PL2017,555
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,12,6,1313,131,1,0.643242,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,555_FED_20170426c_3T2_PL2017,555
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,12,7,4051,405,1,0.33328,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,555_FED_20170426c_3T2_PL2017,555
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,13,1,1885,188,1,-0.142337,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,571_FED_20170412c_3T2_PL2017,571
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,13,2,3322,332,1,-0.503982,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,571_FED_20170412c_3T2_PL2017,571
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,13,3,1525,152,1,-0.725337,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,571_FED_20170412c_3T2_PL2017,571
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,13,4,4182,418,1,-0.353521,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,571_FED_20170412c_3T2_PL2017,571
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,13,5,3419,341,1,-0.551017,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,571_FED_20170412c_3T2_PL2017,571
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,13,6,1313,131,1,0.773193,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,571_FED_20170412c_3T2_PL2017,571
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,13,7,4051,405,1,-0.028141,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,571_FED_20170412c_3T2_PL2017,571
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,13,1,1885,188,1,-0.973927,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,571_FED_20170412c_3T2_PL2017,571
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,13,2,3322,332,1,-0.699959,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,571_FED_20170412c_3T2_PL2017,571
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,13,3,1525,152,1,-1.548124,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,571_FED_20170412c_3T2_PL2017,571
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,13,4,4182,418,1,-0.621785,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,571_FED_20170412c_3T2_PL2017,571
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,13,5,3419,341,1,-0.782178,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,571_FED_20170412c_3T2_PL2017,571
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,13,6,1313,131,1,0.174765,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,571_FED_20170412c_3T2_PL2017,571
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,13,7,4051,405,1,-0.079897,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,571_FED_20170412c_3T2_PL2017,571
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,13,1,1885,188,1,0.83159,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,571_FED_20170412c_3T2_PL2017,571
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,13,2,3322,332,1,0.195977,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,571_FED_20170412c_3T2_PL2017,571
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,13,3,1525,152,1,0.822787,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,571_FED_20170412c_3T2_PL2017,571
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,13,4,4182,418,1,0.268264,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,571_FED_20170412c_3T2_PL2017,571
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,13,5,3419,341,1,0.231162,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,571_FED_20170412c_3T2_PL2017,571
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,13,6,1313,131,1,0.598428,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,571_FED_20170412c_3T2_PL2017,571
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,13,7,4051,405,1,0.051756,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,571_FED_20170412c_3T2_PL2017,571
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,14,1,1885,188,1,-0.975383,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,576_FED_20170414b_3T2_PL2017,576
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,14,2,3322,332,1,0.344914,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,576_FED_20170414b_3T2_PL2017,576
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,14,3,1525,152,1,-0.705098,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,576_FED_20170414b_3T2_PL2017,576
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,14,4,4182,418,1,-0.540454,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,576_FED_20170414b_3T2_PL2017,576
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,14,5,3419,341,1,-0.318677,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,576_FED_20170414b_3T2_PL2017,576
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,14,6,1313,131,1,-0.648105,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,576_FED_20170414b_3T2_PL2017,576
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,14,7,4051,405,1,-0.307358,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,576_FED_20170414b_3T2_PL2017,576
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,14,1,1885,188,1,-0.762953,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,576_FED_20170414b_3T2_PL2017,576
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,14,2,3322,332,1,0.207631,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,576_FED_20170414b_3T2_PL2017,576
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,14,3,1525,152,1,-0.647734,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,576_FED_20170414b_3T2_PL2017,576
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,14,4,4182,418,1,-0.658429,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,576_FED_20170414b_3T2_PL2017,576
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,14,5,3419,341,1,-0.4629,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,576_FED_20170414b_3T2_PL2017,576
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,14,6,1313,131,1,-0.809114,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,576_FED_20170414b_3T2_PL2017,576
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,14,7,4051,405,1,-0.280504,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,576_FED_20170414b_3T2_PL2017,576
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,14,1,1885,188,1,-0.21243,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,576_FED_20170414b_3T2_PL2017,576
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,14,2,3322,332,1,0.137283,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,576_FED_20170414b_3T2_PL2017,576
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,14,3,1525,152,1,-0.057365,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,576_FED_20170414b_3T2_PL2017,576
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,14,4,4182,418,1,0.117974,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,576_FED_20170414b_3T2_PL2017,576
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,14,5,3419,341,1,0.144224,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,576_FED_20170414b_3T2_PL2017,576
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,14,6,1313,131,1,0.161008,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,576_FED_20170414b_3T2_PL2017,576
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,14,7,4051,405,1,-0.026853,3,CloudyToMfROIS,Jokes,Top10Percent,PL2017,576_FED_20170414b_3T2_PL2017,576
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,15,1,1885,188,1,2.212271,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,577_FED_20170414c_3T2_PL2017,577
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,15,2,3322,332,1,1.560961,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,577_FED_20170414c_3T2_PL2017,577
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,15,3,1525,152,1,1.107949,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,577_FED_20170414c_3T2_PL2017,577
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,15,4,4182,418,1,-0.035747,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,577_FED_20170414c_3T2_PL2017,577
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,15,5,3419,341,1,0.206679,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,577_FED_20170414c_3T2_PL2017,577
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,15,6,1313,131,1,0.466963,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,577_FED_20170414c_3T2_PL2017,577
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,15,7,4051,405,1,0.316956,1,CloudyToMfROIS,Jokes,Top10Percent,PL2017,577_FED_20170414c_3T2_PL2017,577
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,15,1,1885,188,1,1.397489,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,577_FED_20170414c_3T2_PL2017,577
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,15,2,3322,332,1,1.120831,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,577_FED_20170414c_3T2_PL2017,577
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,15,3,1525,152,1,0.47423,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,577_FED_20170414c_3T2_PL2017,577
CloudyToMfROIS_mentpain_resp_Jokes_PL2017_20180314,15,4,4182,418,1,-0.025753,2,CloudyToMfROIS,Jokes,Top10Percent,PL2017,577_FED_20170414c_3T2_PL2017,577
