"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast","filename","fROIs","task","ind_selection_method","pipeline"
"1","2948","294","1.000000","0.876568","1","1","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"2","1627","162","1.000000","1.022659","1","1","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"3","644","64","1.000000","0.483287","1","1","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"4","743","74","1.000000","1.125805","1","1","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"5","462","46","1.000000","0.456103","1","1","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"6","370","37","1.000000","1.624487","1","1","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"1","2948","294","1.000000","0.468624","1","2","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"2","1627","162","1.000000","0.939658","1","2","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"3","644","64","1.000000","-0.034125","1","2","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"4","743","74","1.000000","0.715122","1","2","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"5","462","46","1.000000","0.162546","1","2","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"6","370","37","1.000000","1.072954","1","2","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"1","2948","294","1.000000","0.407944","1","3","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"2","1627","162","1.000000","0.083001","1","3","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"3","644","64","1.000000","0.517412","1","3","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"4","743","74","1.000000","0.410683","1","3","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"5","462","46","1.000000","0.293557","1","3","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"6","370","37","1.000000","0.551533","1","3","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"1","2948","294","1.000000","0.612010","2","1","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"2","1627","162","1.000000","0.452054","2","1","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"3","644","64","1.000000","-0.424237","2","1","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"4","743","74","1.000000","0.435686","2","1","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"5","462","46","1.000000","0.078656","2","1","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"6","370","37","1.000000","1.579768","2","1","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"1","2948","294","1.000000","0.342814","2","2","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"2","1627","162","1.000000","0.208757","2","2","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"3","644","64","1.000000","-0.195677","2","2","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"4","743","74","1.000000","0.429856","2","2","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"5","462","46","1.000000","0.064715","2","2","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"6","370","37","1.000000","0.648422","2","2","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"1","2948","294","1.000000","0.269196","2","3","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"2","1627","162","1.000000","0.243297","2","3","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"3","644","64","1.000000","-0.228560","2","3","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"4","743","74","1.000000","0.005830","2","3","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"5","462","46","1.000000","0.013940","2","3","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"6","370","37","1.000000","0.931346","2","3","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"1","2948","294","1.000000","0.438550","3","1","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"2","1627","162","1.000000","0.262215","3","1","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"3","644","64","1.000000","0.053134","3","1","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"4","743","74","1.000000","0.921289","3","1","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"5","462","46","1.000000","0.832668","3","1","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"6","370","37","1.000000","0.978478","3","1","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"1","2948","294","1.000000","0.313603","3","2","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"2","1627","162","1.000000","0.171335","3","2","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"3","644","64","1.000000","-0.029992","3","2","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"4","743","74","1.000000","0.860106","3","2","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"5","462","46","1.000000","0.602975","3","2","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"6","370","37","1.000000","0.786295","3","2","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"1","2948","294","1.000000","0.124947","3","3","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"2","1627","162","1.000000","0.090880","3","3","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"3","644","64","1.000000","0.083126","3","3","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"4","743","74","1.000000","0.061184","3","3","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"5","462","46","1.000000","0.229693","3","3","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
"6","370","37","1.000000","0.192183","3","3","RHLfROIs_resp_Jokes_20170703","RHLfROIs","Jokes","Top10Percent","Old_evlab_pipeline"
