"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast","filename","fROIs","task","ind_selection_method"
"1","2948","294","1.000000","1.738441","1","1","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"2","1627","162","1.000000","1.620552","1","1","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"3","644","64","1.000000","0.270301","1","1","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"4","743","74","1.000000","1.838828","1","1","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"5","462","46","1.000000","0.504526","1","1","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"6","370","37","1.000000","1.521285","1","1","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"1","2948","294","1.000000","0.499288","1","2","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"2","1627","162","1.000000","0.247638","1","2","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"3","644","64","1.000000","-0.140973","1","2","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"4","743","74","1.000000","-0.192767","1","2","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"5","462","46","1.000000","0.168779","1","2","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"6","370","37","1.000000","-0.020042","1","2","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"1","2948","294","1.000000","1.239153","1","3","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"2","1627","162","1.000000","1.372914","1","3","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"3","644","64","1.000000","0.411274","1","3","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"4","743","74","1.000000","2.031596","1","3","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"5","462","46","1.000000","0.335748","1","3","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"6","370","37","1.000000","1.541327","1","3","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"1","2948","294","1.000000","1.315179","2","1","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"2","1627","162","1.000000","1.005639","2","1","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"3","644","64","1.000000","-0.094398","2","1","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"4","743","74","1.000000","1.196052","2","1","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"5","462","46","1.000000","1.608696","2","1","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"6","370","37","1.000000","0.788310","2","1","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"1","2948","294","1.000000","0.369539","2","2","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"2","1627","162","1.000000","0.348517","2","2","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"3","644","64","1.000000","-0.313542","2","2","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"4","743","74","1.000000","0.651240","2","2","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"5","462","46","1.000000","0.741677","2","2","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"6","370","37","1.000000","0.350742","2","2","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"1","2948","294","1.000000","0.945640","2","3","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"2","1627","162","1.000000","0.657122","2","3","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"3","644","64","1.000000","0.219144","2","3","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"4","743","74","1.000000","0.544812","2","3","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"5","462","46","1.000000","0.867019","2","3","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"6","370","37","1.000000","0.437567","2","3","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
"1","2948","294","1.000000","0.600886","3","1","LangfROIs_resp_Lang_20170703","LangfROIs","Lang","Top10Percent"
