"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast","filename","fROIs","task","ind_selection_method"
"1","370","37","1.000000","0.382322","1","1","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"2","743","74","1.000000","0.248691","1","1","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"3","462","46","1.000000","0.265074","1","1","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"4","1627","162","1.000000","-0.138453","1","1","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"5","2948","294","1.000000","0.286527","1","1","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"6","644","64","1.000000","0.415285","1","1","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"1","370","37","1.000000","0.889955","1","2","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"2","743","74","1.000000","0.734669","1","2","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"3","462","46","1.000000","0.350521","1","2","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"4","1627","162","1.000000","0.525910","1","2","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"5","2948","294","1.000000","0.650779","1","2","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"6","644","64","1.000000","0.721665","1","2","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"1","370","37","1.000000","0.860879","2","1","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"2","743","74","1.000000","0.069095","2","1","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"3","462","46","1.000000","0.003627","2","1","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"4","1627","162","1.000000","0.199841","2","1","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"5","2948","294","1.000000","0.187908","2","1","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"6","644","64","1.000000","-0.244049","2","1","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"1","370","37","1.000000","1.072280","2","2","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"2","743","74","1.000000","-0.120701","2","2","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"3","462","46","1.000000","0.034566","2","2","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"4","1627","162","1.000000","0.330210","2","2","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"5","2948","294","1.000000","0.431771","2","2","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"6","644","64","1.000000","-0.197582","2","2","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"1","370","37","1.000000","0.159773","3","1","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"2","743","74","1.000000","0.068286","3","1","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"3","462","46","1.000000","0.307897","3","1","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"4","1627","162","1.000000","0.127675","3","1","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"5","2948","294","1.000000","0.137765","3","1","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
"6","644","64","1.000000","0.188106","3","1","SplitHalf_RHLfROIs_resp_Jokes_20170904","SplitHalf","resp","Top10Percent"
