"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast","filename","fROIs","task","ind_selection_method","pipeline"
"1","1038","103","1.000000","0.015233","1","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"2","1399","139","1.000000","1.349578","1","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"3","4863","486","1.000000","0.672512","1","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"4","5104","510","1.000000","0.906387","1","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"5","888","88","1.000000","-0.216176","1","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"6","1015","101","1.000000","0.834482","1","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"7","3526","352","1.000000","0.962299","1","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"8","3381","338","1.000000","1.674325","1","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"9","1858","185","1.000000","0.199081","1","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"10","1770","177","1.000000","0.272549","1","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"11","2147","214","1.000000","0.499561","1","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"12","2371","237","1.000000","0.549116","1","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"13","2447","244","1.000000","1.441308","1","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"14","1345","134","1.000000","1.005222","1","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"15","2065","206","1.000000","4.349815","1","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"16","2222","222","1.000000","3.539439","1","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"17","1615","161","1.000000","-0.132902","1","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"18","1958","195","1.000000","-0.127439","1","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"1","1038","103","1.000000","0.073839","1","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"2","1399","139","1.000000","0.970611","1","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"3","4863","486","1.000000","0.551315","1","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"4","5104","510","1.000000","0.908039","1","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"5","888","88","1.000000","0.795708","1","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"6","1015","101","1.000000","1.097450","1","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"7","3526","352","1.000000","0.520874","1","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"8","3381","338","1.000000","0.581445","1","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"9","1858","185","1.000000","0.075661","1","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"10","1770","177","1.000000","0.481552","1","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"11","2147","214","1.000000","0.390764","1","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"12","2371","237","1.000000","0.398435","1","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"13","2447","244","1.000000","0.506507","1","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"14","1345","134","1.000000","0.538918","1","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"15","2065","206","1.000000","0.782939","1","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"16","2222","222","1.000000","0.964402","1","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"17","1615","161","1.000000","0.006346","1","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"18","1958","195","1.000000","0.130361","1","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"1","1038","103","1.000000","0.293131","2","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"2","1399","139","1.000000","1.599221","2","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"3","4863","486","1.000000","0.354733","2","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"4","5104","510","1.000000","0.971555","2","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"5","888","88","1.000000","0.632645","2","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"6","1015","101","1.000000","0.548541","2","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"7","3526","352","1.000000","1.926514","2","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"8","3381","338","1.000000","1.739523","2","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"9","1858","185","1.000000","0.489211","2","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"10","1770","177","1.000000","0.521101","2","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"11","2147","214","1.000000","0.731636","2","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"12","2371","237","1.000000","0.590086","2","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"13","2447","244","1.000000","1.536374","2","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"14","1345","134","1.000000","0.827497","2","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"15","2065","206","1.000000","3.512979","2","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"16","2222","222","1.000000","2.917902","2","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"17","1615","161","1.000000","0.207127","2","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"18","1958","195","1.000000","0.655303","2","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"1","1038","103","1.000000","0.047516","2","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"2","1399","139","1.000000","0.809969","2","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"3","4863","486","1.000000","-0.680640","2","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"4","5104","510","1.000000","-0.584931","2","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"5","888","88","1.000000","0.012502","2","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"6","1015","101","1.000000","-0.347083","2","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"7","3526","352","1.000000","1.190270","2","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"8","3381","338","1.000000","1.349488","2","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"9","1858","185","1.000000","0.153334","2","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"10","1770","177","1.000000","0.075542","2","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"11","2147","214","1.000000","0.341177","2","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"12","2371","237","1.000000","0.305828","2","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"13","2447","244","1.000000","0.836653","2","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"14","1345","134","1.000000","0.055026","2","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"15","2065","206","1.000000","2.250305","2","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"16","2222","222","1.000000","1.665145","2","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"17","1615","161","1.000000","-0.195402","2","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"18","1958","195","1.000000","0.146104","2","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"1","1038","103","1.000000","0.245615","2","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"2","1399","139","1.000000","0.789252","2","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"3","4863","486","1.000000","1.035373","2","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"4","5104","510","1.000000","1.556486","2","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"5","888","88","1.000000","0.620143","2","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"6","1015","101","1.000000","0.895624","2","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"7","3526","352","1.000000","0.736244","2","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"8","3381","338","1.000000","0.390035","2","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"9","1858","185","1.000000","0.335877","2","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"10","1770","177","1.000000","0.445559","2","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"11","2147","214","1.000000","0.390459","2","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"12","2371","237","1.000000","0.284258","2","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"13","2447","244","1.000000","0.699721","2","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"14","1345","134","1.000000","0.772471","2","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"15","2065","206","1.000000","1.262674","2","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"16","2222","222","1.000000","1.252757","2","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"17","1615","161","1.000000","0.402529","2","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"18","1958","195","1.000000","0.509198","2","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"1","1038","103","1.000000","4.468353","3","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"2","1399","139","1.000000","3.539270","3","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"3","4863","486","1.000000","4.524015","3","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"4","5104","510","1.000000","5.659239","3","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"5","888","88","1.000000","2.008854","3","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"6","1015","101","1.000000","2.669568","3","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"7","3526","352","1.000000","2.331771","3","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"8","3381","338","1.000000","2.180730","3","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"9","1858","185","1.000000","1.857948","3","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"10","1770","177","1.000000","2.424162","3","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"11","2147","214","1.000000","2.885468","3","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"12","2371","237","1.000000","1.836679","3","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"13","2447","244","1.000000","2.149621","3","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"14","1345","134","1.000000","2.298449","3","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"15","2065","206","1.000000","4.339510","3","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"16","2222","222","1.000000","4.548445","3","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"17","1615","161","1.000000","0.902944","3","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"18","1958","195","1.000000","1.734711","3","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"1","1038","103","1.000000","2.193006","3","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"2","1399","139","1.000000","1.457021","3","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"3","4863","486","1.000000","1.351460","3","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"4","5104","510","1.000000","1.631392","3","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"5","888","88","1.000000","0.821862","3","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"6","1015","101","1.000000","0.711633","3","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"7","3526","352","1.000000","1.376563","3","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"8","3381","338","1.000000","1.374488","3","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"9","1858","185","1.000000","0.568807","3","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"10","1770","177","1.000000","0.632788","3","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"11","2147","214","1.000000","1.377259","3","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"12","2371","237","1.000000","0.513906","3","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"13","2447","244","1.000000","1.013638","3","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"14","1345","134","1.000000","1.039596","3","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"15","2065","206","1.000000","2.718979","3","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"16","2222","222","1.000000","2.333006","3","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"17","1615","161","1.000000","-0.204205","3","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"18","1958","195","1.000000","0.251197","3","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"1","1038","103","1.000000","2.275347","3","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"2","1399","139","1.000000","2.082249","3","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"3","4863","486","1.000000","3.172555","3","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"4","5104","510","1.000000","4.027847","3","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"5","888","88","1.000000","1.186992","3","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"6","1015","101","1.000000","1.957935","3","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"7","3526","352","1.000000","0.955208","3","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"8","3381","338","1.000000","0.806242","3","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"9","1858","185","1.000000","1.289141","3","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"10","1770","177","1.000000","1.791374","3","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"11","2147","214","1.000000","1.508209","3","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"12","2371","237","1.000000","1.322773","3","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"13","2447","244","1.000000","1.135982","3","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"14","1345","134","1.000000","1.258853","3","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"15","2065","206","1.000000","1.620531","3","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"16","2222","222","1.000000","2.215439","3","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"17","1615","161","1.000000","1.107149","3","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"18","1958","195","1.000000","1.483514","3","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"1","1038","103","1.000000","0.210560","4","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"2","1399","139","1.000000","1.262462","4","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"3","4863","486","1.000000","0.592674","4","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"4","5104","510","1.000000","0.928103","4","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"5","888","88","1.000000","-0.247483","4","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"6","1015","101","1.000000","0.548605","4","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"7","3526","352","1.000000","1.362054","4","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"8","3381","338","1.000000","1.048368","4","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"9","1858","185","1.000000","0.843066","4","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"10","1770","177","1.000000","0.818789","4","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"11","2147","214","1.000000","0.757370","4","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"12","2371","237","1.000000","0.914267","4","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"13","2447","244","1.000000","0.937960","4","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"14","1345","134","1.000000","1.079687","4","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"15","2065","206","1.000000","1.673572","4","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"16","2222","222","1.000000","1.813270","4","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"17","1615","161","1.000000","0.319027","4","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"18","1958","195","1.000000","0.306289","4","1","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"1","1038","103","1.000000","0.276259","4","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"2","1399","139","1.000000","1.145265","4","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"3","4863","486","1.000000","0.328906","4","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"4","5104","510","1.000000","0.606039","4","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"5","888","88","1.000000","-0.361484","4","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"6","1015","101","1.000000","0.406280","4","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"7","3526","352","1.000000","1.278174","4","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"8","3381","338","1.000000","1.022423","4","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"9","1858","185","1.000000","0.654643","4","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"10","1770","177","1.000000","0.663236","4","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"11","2147","214","1.000000","0.446645","4","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"12","2371","237","1.000000","0.691839","4","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"13","2447","244","1.000000","0.892739","4","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"14","1345","134","1.000000","1.050338","4","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"15","2065","206","1.000000","1.549550","4","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"16","2222","222","1.000000","1.748580","4","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"17","1615","161","1.000000","0.090236","4","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"18","1958","195","1.000000","-0.023646","4","2","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"1","1038","103","1.000000","-0.065698","4","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
"2","1399","139","1.000000","0.117198","4","3","MDfROIs_resp_MD_20170720","MDfROIs","MD","Top10Percent","Old_evlab_pipeline"
