"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast","filename","fROIs","task","ind_selection_method"
"1","2948","294","1.000000","3.162607","1","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"2","1627","162","1.000000","1.711365","1","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"3","644","64","1.000000","1.640109","1","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"4","743","74","1.000000","1.767305","1","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"5","462","46","1.000000","2.338359","1","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"6","370","37","1.000000","1.699265","1","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"1","2948","294","1.000000","3.473195","1","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"2","1627","162","1.000000","1.753445","1","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"3","644","64","1.000000","1.599782","1","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"4","743","74","1.000000","1.789096","1","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"5","462","46","1.000000","2.498163","1","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"6","370","37","1.000000","1.681198","1","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"1","2948","294","1.000000","4.367023","1","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"2","1627","162","1.000000","2.937538","1","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"3","644","64","1.000000","2.397987","1","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"4","743","74","1.000000","2.158178","1","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"5","462","46","1.000000","2.929640","1","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"6","370","37","1.000000","2.510029","1","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"1","2948","294","1.000000","1.204416","1","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"2","1627","162","1.000000","1.226173","1","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"3","644","64","1.000000","0.757878","1","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"4","743","74","1.000000","0.390873","1","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"5","462","46","1.000000","0.591281","1","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"6","370","37","1.000000","0.810764","1","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"1","2948","294","1.000000","0.685569","2","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"2","1627","162","1.000000","0.636235","2","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"3","644","64","1.000000","0.727543","2","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"4","743","74","1.000000","0.470482","2","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"5","462","46","1.000000","0.745378","2","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"6","370","37","1.000000","0.730297","2","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"1","2948","294","1.000000","0.875703","2","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"2","1627","162","1.000000","0.774514","2","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"3","644","64","1.000000","0.916605","2","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"4","743","74","1.000000","0.730304","2","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"5","462","46","1.000000","0.716763","2","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"6","370","37","1.000000","1.100727","2","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"1","2948","294","1.000000","0.565819","2","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"2","1627","162","1.000000","0.533219","2","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"3","644","64","1.000000","0.735128","2","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"4","743","74","1.000000","0.160364","2","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"5","462","46","1.000000","0.103573","2","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"6","370","37","1.000000","0.933982","2","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"1","2948","294","1.000000","-0.119750","2","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"2","1627","162","1.000000","-0.103015","2","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"3","644","64","1.000000","0.007585","2","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"4","743","74","1.000000","-0.310118","2","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"5","462","46","1.000000","-0.641804","2","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"6","370","37","1.000000","0.203686","2","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"1","2948","294","1.000000","0.705031","3","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"2","1627","162","1.000000","0.383586","3","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"3","644","64","1.000000","0.533809","3","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"4","743","74","1.000000","0.949577","3","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"5","462","46","1.000000","0.691144","3","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"6","370","37","1.000000","1.268211","3","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"1","2948","294","1.000000","0.793760","3","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"2","1627","162","1.000000","0.387373","3","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"3","644","64","1.000000","0.541024","3","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"4","743","74","1.000000","1.088524","3","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"5","462","46","1.000000","0.753711","3","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"6","370","37","1.000000","1.455708","3","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"1","2948","294","1.000000","0.805706","3","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"2","1627","162","1.000000","0.450781","3","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"3","644","64","1.000000","0.620241","3","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"4","743","74","1.000000","1.039161","3","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"5","462","46","1.000000","0.758764","3","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"6","370","37","1.000000","1.371191","3","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"1","2948","294","1.000000","0.100676","3","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"2","1627","162","1.000000","0.067194","3","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"3","644","64","1.000000","0.086432","3","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"4","743","74","1.000000","0.089584","3","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"5","462","46","1.000000","0.067619","3","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"6","370","37","1.000000","0.102980","3","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"1","2948","294","1.000000","1.370087","4","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"2","1627","162","1.000000","0.422758","4","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"3","644","64","1.000000","1.426551","4","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"4","743","74","1.000000","1.155074","4","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"5","462","46","1.000000","1.107823","4","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"6","370","37","1.000000","1.427614","4","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"1","2948","294","1.000000","1.842285","4","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"2","1627","162","1.000000","0.565689","4","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"3","644","64","1.000000","1.833886","4","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"4","743","74","1.000000","2.027795","4","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"5","462","46","1.000000","2.141084","4","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"6","370","37","1.000000","2.289867","4","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"1","2948","294","1.000000","1.562247","4","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"2","1627","162","1.000000","0.452682","4","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"3","644","64","1.000000","1.504135","4","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"4","743","74","1.000000","1.529334","4","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"5","462","46","1.000000","1.444139","4","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"6","370","37","1.000000","1.980136","4","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"1","2948","294","1.000000","0.192159","4","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"2","1627","162","1.000000","0.029924","4","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"3","644","64","1.000000","0.077584","4","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"4","743","74","1.000000","0.374260","4","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"5","462","46","1.000000","0.336316","4","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"6","370","37","1.000000","0.552522","4","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"1","2948","294","1.000000","1.123459","5","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"2","1627","162","1.000000","1.100797","5","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"3","644","64","1.000000","0.859968","5","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"4","743","74","1.000000","1.923513","5","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"5","462","46","1.000000","0.538736","5","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"6","370","37","1.000000","0.595358","5","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"1","2948","294","1.000000","1.282631","5","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"2","1627","162","1.000000","1.126976","5","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"3","644","64","1.000000","1.314223","5","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"4","743","74","1.000000","1.999549","5","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"5","462","46","1.000000","0.492991","5","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"6","370","37","1.000000","0.733342","5","2","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"1","2948","294","1.000000","1.683697","5","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"2","1627","162","1.000000","1.741869","5","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"3","644","64","1.000000","1.922228","5","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"4","743","74","1.000000","2.89672","5","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"5","462","46","1.000000","0.844313","5","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"6","370","37","1.000000","1.537715","5","3","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"1","2948","294","1.000000","0.560238","5","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"2","1627","162","1.000000","0.641072","5","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"3","644","64","1.000000","1.06226","5","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"4","743","74","1.000000","0.973206","5","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"5","462","46","1.000000","0.305577","5","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"6","370","37","1.000000","0.942357","5","4","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"1","2948","294","1.000000","1.056105","6","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"2","1627","162","1.000000","0.638683","6","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"3","644","64","1.000000","1.118844","6","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
"4","743","74","1.000000","1.10385","6","1","LangfROIs_resp_JokesCustom_20170720","LangfROIs","JokesCustom","Top10Percent"
