Contrast name:,Group (paramfun)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],c[1;4],c[1;5],
,0.000000,0.000000,0.000000,0.000000,1.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,1885,188,1.000000,0.704123,0.233042,3.021445,15.000000,0.004295,0.009501
2,3322,332,1.000000,0.505788,0.099022,5.107829,15.000000,0.000064,0.000450
3,1525,152,1.000000,0.709280,0.283150,2.504961,15.000000,0.012133,0.014156
4,4182,418,1.000000,0.321102,0.080344,3.996592,15.000000,0.000584,0.002043
5,3419,341,1.000000,0.254887,0.110968,2.296943,15.000000,0.018219,0.018219
6,1313,131,1.000000,0.475645,0.163667,2.906168,15.000000,0.005429,0.009501
7,4051,405,1.000000,0.230672,0.090579,2.546644,15.000000,0.011173,0.014156
