"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast","filename","fROIs","task","ind_selection_method"
"1","1885","188","1.000000","0.202858","1","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"2","3322","332","1.000000","1.274177","1","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"3","1525","152","1.000000","0.023709","1","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"4","4182","418","1.000000","0.442126","1","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"5","3419","341","1.000000","0.416004","1","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"6","1313","131","1.000000","-0.164153","1","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"7","4051","405","1.000000","0.570119","1","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"1","1885","188","1.000000","-0.026352","1","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"2","3322","332","1.000000","1.419004","1","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"3","1525","152","1.000000","0.389255","1","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"4","4182","418","1.000000","0.660922","1","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"5","3419","341","1.000000","0.719893","1","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"6","1313","131","1.000000","1.635000","1","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"7","4051","405","1.000000","0.621948","1","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"1","1885","188","1.000000","0.819152","1","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"2","3322","332","1.000000","2.165053","1","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"3","1525","152","1.000000","0.887787","1","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"4","4182","418","1.000000","1.318145","1","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"5","3419","341","1.000000","1.631610","1","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"6","1313","131","1.000000","1.264525","1","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"7","4051","405","1.000000","1.180062","1","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"1","1885","188","1.000000","0.249424","2","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"2","3322","332","1.000000","0.249647","2","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"3","1525","152","1.000000","-0.256639","2","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"4","4182","418","1.000000","-0.150059","2","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"5","3419","341","1.000000","0.106718","2","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"6","1313","131","1.000000","0.252925","2","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"7","4051","405","1.000000","0.339038","2","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"1","1885","188","1.000000","0.536183","2","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"2","3322","332","1.000000","0.345852","2","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"3","1525","152","1.000000","-0.342197","2","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"4","4182","418","1.000000","-0.049804","2","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"5","3419","341","1.000000","0.137842","2","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"6","1313","131","1.000000","0.384177","2","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"7","4051","405","1.000000","0.321293","2","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"1","1885","188","1.000000","0.217524","2","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"2","3322","332","1.000000","0.485197","2","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"3","1525","152","1.000000","-0.324336","2","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"4","4182","418","1.000000","0.005622","2","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"5","3419","341","1.000000","0.307510","2","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"6","1313","131","1.000000","0.204328","2","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"7","4051","405","1.000000","0.711370","2","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"1","1885","188","1.000000","-2.597663","3","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"2","3322","332","1.000000","0.721740","3","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"3","1525","152","1.000000","-2.668714","3","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"4","4182","418","1.000000","-0.630884","3","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"5","3419","341","1.000000","-0.657472","3","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"6","1313","131","1.000000","-1.003179","3","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"7","4051","405","1.000000","-0.307020","3","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"1","1885","188","1.000000","-0.004772","3","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"2","3322","332","1.000000","1.332992","3","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"3","1525","152","1.000000","1.021791","3","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"4","4182","418","1.000000","-0.112500","3","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"5","3419","341","1.000000","-0.266980","3","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"6","1313","131","1.000000","0.361661","3","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"7","4051","405","1.000000","-0.052877","3","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"1","1885","188","1.000000","-1.416441","3","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"2","3322","332","1.000000","1.097956","3","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"3","1525","152","1.000000","-0.802973","3","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"4","4182","418","1.000000","-0.335998","3","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"5","3419","341","1.000000","-0.121067","3","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"6","1313","131","1.000000","-0.549749","3","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"7","4051","405","1.000000","-0.034930","3","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"1","1885","188","1.000000","1.160777","4","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"2","3322","332","1.000000","1.383126","4","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"3","1525","152","1.000000","-0.115187","4","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"4","4182","418","1.000000","-0.323936","4","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"5","3419","341","1.000000","-0.154493","4","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"6","1313","131","1.000000","-0.255020","4","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"7","4051","405","1.000000","0.342290","4","1","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"1","1885","188","1.000000","1.185906","4","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"2","3322","332","1.000000","1.473662","4","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"3","1525","152","1.000000","0.132223","4","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"4","4182","418","1.000000","-0.101681","4","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"5","3419","341","1.000000","0.003488","4","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"6","1313","131","1.000000","-0.199575","4","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"7","4051","405","1.000000","0.360138","4","2","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
"1","1885","188","1.000000","2.065082","4","3","ToMfROIs_resp_JokesCustom_20170703","ToMfROIs","JokesCustom","Top10Percent"
