"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast"
"1","1885","188","1.000000","1.984194","1","1"
"2","3322","332","1.000000","1.324210","1","1"
"3","1525","152","1.000000","1.789069","1","1"
"4","4182","418","1.000000","1.216867","1","1"
"5","3419","341","1.000000","1.284300","1","1"
"6","1313","131","1.000000","1.692928","1","1"
"7","4051","405","1.000000","0.604084","1","1"
"1","1885","188","1.000000","-0.078345","1","2"
"2","3322","332","1.000000","0.694542","1","2"
"3","1525","152","1.000000","-0.062794","1","2"
"4","4182","418","1.000000","0.310709","1","2"
"5","3419","341","1.000000","0.403253","1","2"
"6","1313","131","1.000000","0.496433","1","2"
"7","4051","405","1.000000","0.142840","1","2"
"1","1885","188","1.000000","2.062539","1","3"
"2","3322","332","1.000000","0.629668","1","3"
"3","1525","152","1.000000","1.851863","1","3"
"4","4182","418","1.000000","0.906158","1","3"
"5","3419","341","1.000000","0.881047","1","3"
"6","1313","131","1.000000","1.196495","1","3"
"7","4051","405","1.000000","0.461244","1","3"
"1","1885","188","1.000000","0.631963","2","1"
"2","3322","332","1.000000","2.250398","2","1"
"3","1525","152","1.000000","-0.255658","2","1"
"4","4182","418","1.000000","0.720351","2","1"
"5","3419","341","1.000000","1.071935","2","1"
"6","1313","131","1.000000","0.244561","2","1"
"7","4051","405","1.000000","0.841471","2","1"
"1","1885","188","1.000000","-0.865798","2","2"
"2","3322","332","1.000000","0.194574","2","2"
"3","1525","152","1.000000","-1.420462","2","2"
"4","4182","418","1.000000","-1.172659","2","2"
"5","3419","341","1.000000","-1.017863","2","2"
"6","1313","131","1.000000","-0.337442","2","2"
"7","4051","405","1.000000","-0.394623","2","2"
"1","1885","188","1.000000","1.497761","2","3"
"2","3322","332","1.000000","2.055824","2","3"
"3","1525","152","1.000000","1.164804","2","3"
"4","4182","418","1.000000","1.893010","2","3"
"5","3419","341","1.000000","2.089798","2","3"
"6","1313","131","1.000000","0.582003","2","3"
"7","4051","405","1.000000","1.236095","2","3"
"1","1885","188","1.000000","0.924668","3","1"
"2","3322","332","1.000000","1.198499","3","1"
"3","1525","152","1.000000","-0.049514","3","1"
"4","4182","418","1.000000","1.119862","3","1"
"5","3419","341","1.000000","1.088273","3","1"
"6","1313","131","1.000000","0.186671","3","1"
"7","4051","405","1.000000","1.084941","3","1"
"1","1885","188","1.000000","0.024725","3","2"
"2","3322","332","1.000000","0.346721","3","2"
"3","1525","152","1.000000","-0.584825","3","2"
"4","4182","418","1.000000","0.408047","3","2"
"5","3419","341","1.000000","0.015971","3","2"
"6","1313","131","1.000000","-0.248397","3","2"
"7","4051","405","1.000000","0.252085","3","2"
"1","1885","188","1.000000","0.899943","3","3"
"2","3322","332","1.000000","0.851779","3","3"
"3","1525","152","1.000000","0.535312","3","3"
"4","4182","418","1.000000","0.711815","3","3"
"5","3419","341","1.000000","1.072302","3","3"
"6","1313","131","1.000000","0.435068","3","3"
"7","4051","405","1.000000","0.832855","3","3"
"1","1885","188","1.000000","3.844738","4","1"
"2","3322","332","1.000000","2.890569","4","1"
"3","1525","152","1.000000","1.419134","4","1"
"4","4182","418","1.000000","0.897926","4","1"
"5","3419","341","1.000000","1.847177","4","1"
"6","1313","131","1.000000","1.131406","4","1"
"7","4051","405","1.000000","1.524748","4","1"
"1","1885","188","1.000000","-0.914848","4","2"
"2","3322","332","1.000000","1.741110","4","2"
"3","1525","152","1.000000","-1.673288","4","2"
"4","4182","418","1.000000","-0.048041","4","2"
"5","3419","341","1.000000","0.147466","4","2"
"6","1313","131","1.000000","-0.449796","4","2"
"7","4051","405","1.000000","0.156144","4","2"
"1","1885","188","1.000000","4.759586","4","3"
"2","3322","332","1.000000","1.149459","4","3"
"3","1525","152","1.000000","3.092422","4","3"
"4","4182","418","1.000000","0.945967","4","3"
"5","3419","341","1.000000","1.699711","4","3"
"6","1313","131","1.000000","1.581201","4","3"
"7","4051","405","1.000000","1.368603","4","3"
"1","1885","188","1.000000","-0.594218","5","1"
"2","3322","332","1.000000","1.120791","5","1"
"3","1525","152","1.000000","-0.925149","5","1"
"4","4182","418","1.000000","0.081765","5","1"
"5","3419","341","1.000000","0.082987","5","1"
"6","1313","131","1.000000","-0.344024","5","1"
"7","4051","405","1.000000","0.609865","5","1"
"1","1885","188","1.000000","-1.204715","5","2"
"2","3322","332","1.000000","0.149280","5","2"
"3","1525","152","1.000000","-1.372325","5","2"
"4","4182","418","1.000000","-0.873047","5","2"
"5","3419","341","1.000000","-1.442348","5","2"
"6","1313","131","1.000000","-0.639969","5","2"
"7","4051","405","1.000000","-0.490740","5","2"
"1","1885","188","1.000000","0.610497","5","3"
"2","3322","332","1.000000","0.971511","5","3"
"3","1525","152","1.000000","0.447176","5","3"
"4","4182","418","1.000000","0.954812","5","3"
"5","3419","341","1.000000","1.525335","5","3"
"6","1313","131","1.000000","0.295946","5","3"
"7","4051","405","1.000000","1.100606","5","3"
"1","1885","188","1.000000","0.509821","6","1"
"2","3322","332","1.000000","1.852382","6","1"
"3","1525","152","1.000000","-0.059744","6","1"
"4","4182","418","1.000000","0.522373","6","1"
"5","3419","341","1.000000","1.727069","6","1"
"6","1313","131","1.000000","0.844125","6","1"
"7","4051","405","1.000000","1.451512","6","1"
"1","1885","188","1.000000","0.010390","6","2"
"2","3322","332","1.000000","1.377770","6","2"
"3","1525","152","1.000000","0.034889","6","2"
"4","4182","418","1.000000","0.228597","6","2"
"5","3419","341","1.000000","0.926837","6","2"
"6","1313","131","1.000000","0.573700","6","2"
"7","4051","405","1.000000","1.037859","6","2"
"1","1885","188","1.000000","0.499431","6","3"
"2","3322","332","1.000000","0.474612","6","3"
"3","1525","152","1.000000","-0.094634","6","3"
"4","4182","418","1.000000","0.293776","6","3"
"5","3419","341","1.000000","0.800232","6","3"
"6","1313","131","1.000000","0.270425","6","3"
"7","4051","405","1.000000","0.413653","6","3"
"1","1885","188","1.000000","0.750818","7","1"
"2","3322","332","1.000000","2.245816","7","1"
"3","1525","152","1.000000","-0.282496","7","1"
"4","4182","418","1.000000","0.665701","7","1"
"5","3419","341","1.000000","0.947237","7","1"
"6","1313","131","1.000000","-0.125343","7","1"
"7","4051","405","1.000000","0.67244","7","1"
"1","1885","188","1.000000","-0.516681","7","2"
"2","3322","332","1.000000","0.976177","7","2"
"3","1525","152","1.000000","-0.822791","7","2"
"4","4182","418","1.000000","-0.033097","7","2"
"5","3419","341","1.000000","-0.052318","7","2"
"6","1313","131","1.000000","-0.415007","7","2"
"7","4051","405","1.000000","0.07908","7","2"
"1","1885","188","1.000000","1.267499","7","3"
"2","3322","332","1.000000","1.269639","7","3"
"3","1525","152","1.000000","0.540295","7","3"
"4","4182","418","1.000000","0.698797","7","3"
"5","3419","341","1.000000","0.999556","7","3"
"6","1313","131","1.000000","0.289664","7","3"
"7","4051","405","1.000000","0.59336","7","3"
"1","1885","188","1.000000","0.111317","8","1"
"2","3322","332","1.000000","0.364747","8","1"
"3","1525","152","1.000000","-1.206204","8","1"
"4","4182","418","1.000000","-0.499206","8","1"
"5","3419","341","1.000000","0.131664","8","1"
"6","1313","131","1.000000","-0.448146","8","1"
"7","4051","405","1.000000","0.236866","8","1"
"1","1885","188","1.000000","-1.334587","8","2"
"2","3322","332","1.000000","-0.202897","8","2"
"3","1525","152","1.000000","-2.103241","8","2"
"4","4182","418","1.000000","-0.556622","8","2"
"5","3419","341","1.000000","-0.477572","8","2"
"6","1313","131","1.000000","-0.85479","8","2"
"7","4051","405","1.000000","-0.259303","8","2"
"1","1885","188","1.000000","1.445905","8","3"
"2","3322","332","1.000000","0.567644","8","3"
"3","1525","152","1.000000","0.897037","8","3"
"4","4182","418","1.000000","0.057416","8","3"
"5","3419","341","1.000000","0.609236","8","3"
"6","1313","131","1.000000","0.406644","8","3"
"7","4051","405","1.000000","0.496169","8","3"
"1","1885","188","1.000000","3.181733","9","1"
"2","3322","332","1.000000","2.254178","9","1"
"3","1525","152","1.000000","1.875847","9","1"
"4","4182","418","1.000000","1.286706","9","1"
"5","3419","341","1.000000","2.702105","9","1"
"6","1313","131","1.000000","1.619785","9","1"
"7","4051","405","1.000000","1.887419","9","1"
"1","1885","188","1.000000","-0.02041","9","2"
"2","3322","332","1.000000","0.66138","9","2"
"3","1525","152","1.000000","-0.659494","9","2"
"4","4182","418","1.000000","0.1163","9","2"
"5","3419","341","1.000000","0.312375","9","2"
