"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast"
"1","1885","188","1.000000","0.307386","1","1"
"2","3322","332","1.000000","1.462875","1","1"
"3","1525","152","1.000000","0.479748","1","1"
"4","4182","418","1.000000","0.699630","1","1"
"5","3419","341","1.000000","0.752917","1","1"
"6","1313","131","1.000000","0.766672","1","1"
"7","4051","405","1.000000","0.747823","1","1"
"1","1885","188","1.000000","-0.014281","1","2"
"2","3322","332","1.000000","1.200109","1","2"
"3","1525","152","1.000000","-0.314129","1","2"
"4","4182","418","1.000000","0.306477","1","2"
"5","3419","341","1.000000","0.281132","1","2"
"6","1313","131","1.000000","-0.333649","1","2"
"7","4051","405","1.000000","0.455566","1","2"
"1","1885","188","1.000000","0.321667","1","3"
"2","3322","332","1.000000","0.262765","1","3"
"3","1525","152","1.000000","0.793878","1","3"
"4","4182","418","1.000000","0.393153","1","3"
"5","3419","341","1.000000","0.471785","1","3"
"6","1313","131","1.000000","1.100321","1","3"
"7","4051","405","1.000000","0.292257","1","3"
"1","1885","188","1.000000","0.822282","2","1"
"2","3322","332","1.000000","1.086721","2","1"
"3","1525","152","1.000000","-0.107855","2","1"
"4","4182","418","1.000000","0.021760","2","1"
"5","3419","341","1.000000","0.069970","2","1"
"6","1313","131","1.000000","0.356133","2","1"
"7","4051","405","1.000000","0.273297","2","1"
"1","1885","188","1.000000","0.395771","2","2"
"2","3322","332","1.000000","0.728874","2","2"
"3","1525","152","1.000000","-0.405181","2","2"
"4","4182","418","1.000000","-0.203720","2","2"
"5","3419","341","1.000000","-0.103687","2","2"
"6","1313","131","1.000000","0.181583","2","2"
"7","4051","405","1.000000","0.059208","2","2"
"1","1885","188","1.000000","0.426511","2","3"
"2","3322","332","1.000000","0.357847","2","3"
"3","1525","152","1.000000","0.297326","2","3"
"4","4182","418","1.000000","0.225480","2","3"
"5","3419","341","1.000000","0.173657","2","3"
"6","1313","131","1.000000","0.174551","2","3"
"7","4051","405","1.000000","0.214089","2","3"
"1","1885","188","1.000000","0.499877","3","1"
"2","3322","332","1.000000","0.408953","3","1"
"3","1525","152","1.000000","-0.305262","3","1"
"4","4182","418","1.000000","0.057611","3","1"
"5","3419","341","1.000000","0.248759","3","1"
"6","1313","131","1.000000","0.254493","3","1"
"7","4051","405","1.000000","0.461841","3","1"
"1","1885","188","1.000000","0.336031","3","2"
"2","3322","332","1.000000","0.243621","3","2"
"3","1525","152","1.000000","-0.343460","3","2"
"4","4182","418","1.000000","-0.118531","3","2"
"5","3419","341","1.000000","0.077254","3","2"
"6","1313","131","1.000000","0.230616","3","2"
"7","4051","405","1.000000","0.328415","3","2"
"1","1885","188","1.000000","0.163846","3","3"
"2","3322","332","1.000000","0.165333","3","3"
"3","1525","152","1.000000","0.038199","3","3"
"4","4182","418","1.000000","0.176142","3","3"
"5","3419","341","1.000000","0.171505","3","3"
"6","1313","131","1.000000","0.023877","3","3"
"7","4051","405","1.000000","0.133426","3","3"
"1","1885","188","1.000000","-0.630082","4","1"
"2","3322","332","1.000000","1.340669","4","1"
"3","1525","152","1.000000","-0.177938","4","1"
"4","4182","418","1.000000","-0.191233","4","1"
"5","3419","341","1.000000","0.019212","4","1"
"6","1313","131","1.000000","-0.193424","4","1"
"7","4051","405","1.000000","0.119644","4","1"
"1","1885","188","1.000000","-2.556465","4","2"
"2","3322","332","1.000000","0.532424","4","2"
"3","1525","152","1.000000","-2.257601","4","2"
"4","4182","418","1.000000","-0.669064","4","2"
"5","3419","341","1.000000","-0.758518","4","2"
"6","1313","131","1.000000","-0.965510","4","2"
"7","4051","405","1.000000","-0.388250","4","2"
"1","1885","188","1.000000","1.926384","4","3"
"2","3322","332","1.000000","0.808245","4","3"
"3","1525","152","1.000000","2.079662","4","3"
"4","4182","418","1.000000","0.477831","4","3"
"5","3419","341","1.000000","0.777729","4","3"
"6","1313","131","1.000000","0.772085","4","3"
"7","4051","405","1.000000","0.507894","4","3"
"1","1885","188","1.000000","0.180659","5","1"
"2","3322","332","1.000000","-0.121831","5","1"
"3","1525","152","1.000000","0.226540","5","1"
"4","4182","418","1.000000","-0.518191","5","1"
"5","3419","341","1.000000","-1.355321","5","1"
"6","1313","131","1.000000","-0.072835","5","1"
"7","4051","405","1.000000","0.005793","5","1"
"1","1885","188","1.000000","0.086477","5","2"
"2","3322","332","1.000000","-0.530710","5","2"
"3","1525","152","1.000000","-0.087675","5","2"
"4","4182","418","1.000000","-0.710284","5","2"
"5","3419","341","1.000000","-1.458347","5","2"
"6","1313","131","1.000000","-0.209359","5","2"
"7","4051","405","1.000000","-0.076602","5","2"
"1","1885","188","1.000000","0.094183","5","3"
"2","3322","332","1.000000","0.408879","5","3"
"3","1525","152","1.000000","0.314215","5","3"
"4","4182","418","1.000000","0.192094","5","3"
"5","3419","341","1.000000","0.103026","5","3"
"6","1313","131","1.000000","0.136524","5","3"
"7","4051","405","1.000000","0.082395","5","3"
"1","1885","188","1.000000","0.245230","6","1"
"2","3322","332","1.000000","0.840398","6","1"
"3","1525","152","1.000000","0.111049","6","1"
"4","4182","418","1.000000","0.448776","6","1"
"5","3419","341","1.000000","0.555499","6","1"
"6","1313","131","1.000000","0.361474","6","1"
"7","4051","405","1.000000","0.796817","6","1"
"1","1885","188","1.000000","-0.247802","6","2"
"2","3322","332","1.000000","0.514138","6","2"
"3","1525","152","1.000000","-0.316628","6","2"
"4","4182","418","1.000000","0.272565","6","2"
"5","3419","341","1.000000","0.327632","6","2"
"6","1313","131","1.000000","0.085913","6","2"
"7","4051","405","1.000000","0.499490","6","2"
"1","1885","188","1.000000","0.493032","6","3"
"2","3322","332","1.000000","0.326260","6","3"
"3","1525","152","1.000000","0.427677","6","3"
"4","4182","418","1.000000","0.176211","6","3"
"5","3419","341","1.000000","0.227867","6","3"
"6","1313","131","1.000000","0.275560","6","3"
"7","4051","405","1.000000","0.297327","6","3"
